"TOA5","HC_CR300Series","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2022-11-07 23:00:00",320,9.12,54.07,972.2667,0.703,1.3,248.9,1100
"2022-11-08 00:00:00",321,8.57,58.68,972.5133,0.117,0.9,332.3,1088
"2022-11-08 01:00:00",322,8.29,61.25,972.35,0.603,1.5,261.9,1091
"2022-11-08 02:00:00",323,8.05,62.62,972.3867,0.407,1.5,274.2,1103
"2022-11-08 03:00:00",324,7.733,65.01,972.4067,0.587,1.5,267.5,1058
"2022-11-08 04:00:00",325,7.327,66.63,972.2967,0.79,1.4,256.3,1065
"2022-11-08 05:00:00",326,6.48,69.25,972.4567,0.573,1.3,288.8,1011
"2022-11-08 06:00:00",327,6.27,72.42,972.9966,0.223,0.9,319.5,1126
"2022-11-08 07:00:00",328,7.467,70.57,973.1133,0.247,1.3,294,1091
"2022-11-08 08:00:00",329,7.34,72.9,973.5467,0.59,1.6,260.6,1115
"2022-11-08 09:00:00",330,6.497,77.77,974.2867,0.05,1.2,3.854,1129
"2022-11-08 10:00:00",331,7.777,74.57,974.7033,0.35,1.2,35.69,1095
"2022-11-08 11:00:00",332,10.28,68.89,974.4567,0.683,1.8,64.99,1112
"2022-11-08 12:00:00",333,11.74,63.13,974.3134,0.747,2.4,46.48,1134
"2022-11-08 13:00:00",334,12.54,51.33,973.6733,1.017,2.8,29.01,1092
"2022-11-08 14:00:00",335,12.75,48.73,973.04,0.887,3.2,39.44,1138
"2022-11-08 15:00:00",336,12.89,45.98,972.69,0.847,4.1,97.6,1065
"2022-11-08 16:00:00",337,12.64,46.29,972.7767,0.847,3.2,71.69,1143
"2022-11-08 17:00:00",338,12.04,49.69,972.84,0.58,3.1,275.3,1106
"2022-11-08 18:00:00",339,11.45,51.64,973.13,0.647,1.2,244.3,1062
"2022-11-08 19:00:00",340,10.98,51.9,973.5133,0.703,1.6,246.7,1087
"2022-11-08 20:00:00",341,10.2,55.26,973.7433,1.077,1.7,244.1,1088
"2022-11-08 21:00:00",342,9.81,57.6,973.7,1.007,1.5,250.2,1114
"2022-11-08 22:00:00",343,8.83,60.6,973.9767,0.447,1.3,283.3,1160
"2022-11-08 23:00:00",344,8.26,62.43,974.15,0.41,0.9,285.4,1124
"2022-11-09 00:00:00",345,8.21,63.03,974.3134,0.737,2,269.3,1078
"2022-11-09 01:00:00",346,7.49,66.9,974.4867,0.423,1.8,299.2,1082
"2022-11-09 02:00:00",347,7.067,68.77,974.4434,0.09,0.7,329.1,1116
"2022-11-09 03:00:00",348,6.793,72.58,974.4833,0.173,0.9,318.4,1081
"2022-11-09 04:00:00",349,6.133,76.55,974.52,0.103,0.9,339.2,1053
"2022-11-09 05:00:00",350,5.56,79.81,974.5533,0.327,0.7,288.1,1128
"2022-11-09 06:00:00",351,5.183,82.9,974.7233,0.247,0.9,318.4,1089
"2022-11-09 07:00:00",352,4.64,86.2,974.7033,0,0.6,0,1050
"2022-11-09 08:00:00",353,3.967,89.6,974.9966,0,0.3,0,1082
"2022-11-09 09:00:00",354,4.447,88,975.3633,0,0.5,0,1057
"2022-11-09 10:00:00",355,6.657,80.6,975.29,0,1.4,1.539,1151
"2022-11-09 11:00:00",356,8.99,71.14,974.8633,0.537,1.5,57.15,1065
"2022-11-09 12:00:00",357,11.32,56,974.3766,0.933,2.7,50.66,1076
"2022-11-09 13:00:00",358,11.92,43.89,973.7634,0.87,3.1,50.6,1132
"2022-11-09 14:00:00",359,11.9,41.21,973.3367,0.967,3.2,62.15,1091
"2022-11-09 15:00:00",360,12.08,43.06,973.0067,0.74,2.4,47.18,1120
"2022-11-09 16:00:00",361,12.23,44.12,972.9133,0.683,2.4,61.4,1071
"2022-11-09 17:00:00",362,11.31,51.52,972.9933,0.26,1.2,27.37,1148
"2022-11-09 18:00:00",363,10.42,58.37,973.1733,0.41,1.3,191.5,1151
"2022-11-09 19:00:00",364,10.12,60.89,973.4966,0.383,1,222.4,1094
"2022-11-09 20:00:00",365,9.57,63.3,973.5267,0.66,1.4,241.2,1021
"2022-11-09 21:00:00",366,9.3,64.6,973.62,0.527,1.4,206.3,1117
"2022-11-09 22:00:00",367,8.88,68.08,973.68,0.533,1.5,230,1113
"2022-11-09 23:00:00",368,8.5,71.13,973.8066,0.55,1.5,256.2,1115
"2022-11-10 00:00:00",369,8.15,74.91,973.55,0.527,1.4,252.4,1099
"2022-11-10 01:00:00",370,8.13,78.47,973.5034,0.53,1.2,256,1121
"2022-11-10 02:00:00",371,7.767,83,973.5566,0.36,1,302.2,1050
"2022-11-10 03:00:00",372,7.943,84.5,973.4567,0.38,0.9,256.9,1088
"2022-11-10 04:00:00",373,7.413,87.1,973.2033,0.643,1.7,235.5,1128
"2022-11-10 05:00:00",374,7.067,89.2,973.1833,0.447,1.2,238.9,1053
"2022-11-10 06:00:00",375,6.833,90.9,973.3867,0.24,1,291.8,1130
"2022-11-10 07:00:00",376,6.173,93.4,973.57,0.013,0.6,356,1039
"2022-11-10 08:00:00",377,7.117,90.8,973.6866,0.643,1.9,253.2,1087
"2022-11-10 09:00:00",378,7.183,90.4,974.35,0.143,1,321.4,1111
"2022-11-10 10:00:00",379,7.707,89.1,974.7333,0.113,0.8,17.43,1092
"2022-11-10 11:00:00",380,9.71,82,974.8134,0.507,1.1,52.04,1023
"2022-11-10 12:00:00",381,11.41,73.01,974.5233,0.743,2,83,1095
"2022-11-10 13:00:00",382,12.71,66.96,973.7633,0.813,2,99.9,1047
"2022-11-10 14:00:00",383,13.31,64.27,973.2233,0.903,2.6,27.19,1114
"2022-11-10 15:00:00",384,13.66,61.59,972.92,0.743,2.2,27.11,1140
"2022-11-10 16:00:00",385,13.82,61.47,972.86,0.263,1.3,14.35,1109
"2022-11-10 17:00:00",386,13.49,62.12,972.9266,0.413,1,269.8,1080
"2022-11-10 18:00:00",387,13.07,63.76,973.6067,0.45,1.7,251.3,1052
"2022-11-10 19:00:00",388,11.96,68.63,974.18,0.363,0.9,277.3,1100
"2022-11-10 20:00:00",389,11.4,70.88,974.6633,0.34,1.1,298.5,1090
"2022-11-10 21:00:00",390,10.78,73.75,974.9933,0.197,1.4,340.9,1131
"2022-11-10 22:00:00",391,10.35,75.15,975.3734,0.317,1.1,355.3,1045
"2022-11-10 23:00:00",392,9.92,74.57,975.6133,0.44,1.1,311.3,1061
"2022-11-11 00:00:00",393,9.59,74.16,975.6866,0.283,1.1,184,1077
"2022-11-11 01:00:00",394,9.73,72.45,975.7167,0.28,1,310.7,1068
"2022-11-11 02:00:00",395,9.37,74.4,975.6934,0.16,0.8,326.5,1089
"2022-11-11 03:00:00",396,9.17,75.74,975.7534,0.043,0.8,351,1050
"2022-11-11 04:00:00",397,9.28,76.2,975.66,0.033,0.8,352.1,1045
"2022-11-11 05:00:00",398,9.31,78.09,975.6766,0.053,0.8,351.2,1053
"2022-11-11 06:00:00",399,8.92,81.7,975.78,0.08,0.7,355.9,1065
"2022-11-11 07:00:00",400,8.53,84.1,975.8033,0.013,0.7,346.1,1016
"2022-11-11 08:00:00",401,8.91,85.7,975.97,0.023,0.8,358.1,1071
"2022-11-11 09:00:00",402,9.17,85.1,976.52,0,0.5,0,1015
"2022-11-11 10:00:00",403,10.97,78.54,976.6333,0.127,1,28.81,1142
"2022-11-11 11:00:00",404,13.22,71.88,976.4667,0.44,1,69.75,1058
"2022-11-11 12:00:00",405,15.55,61.76,975.95,0.683,2.7,26.35,1082
"2022-11-11 13:00:00",406,16.89,53.17,975.1433,0.76,2.7,14.98,1124
"2022-11-11 14:00:00",407,17.17,46.58,974.4067,0.833,3.1,23.73,1136
"2022-11-11 15:00:00",408,17.17,44.92,973.9,0.57,2.4,356.2,1044
"2022-11-11 16:00:00",409,16.66,47.52,973.7634,0.483,1.9,349.3,1016
"2022-11-11 17:00:00",410,16.23,48.93,973.9833,0.383,1.1,274.4,1103
"2022-11-11 18:00:00",411,15.45,50.13,973.9767,0.85,1.3,256.9,1073
"2022-11-11 19:00:00",412,15.18,50.84,974.3633,0.71,1.3,249.2,1086
"2022-11-11 20:00:00",413,14.64,53.01,974.4534,0.983,1.4,250.1,1077
"2022-11-11 21:00:00",414,13.74,56.51,974.3234,0.3,1.2,275.6,1151
"2022-11-11 22:00:00",415,13.74,57.12,974.22,0.797,2,248.9,1059
"2022-11-11 23:00:00",416,13.58,59.93,974.1234,0.427,1.2,273.7,1053
"2022-11-12 00:00:00",417,13.2,62.93,974.0466,0.493,1.6,263.7,1104
"2022-11-12 01:00:00",418,12.23,66.9,973.6333,0.373,1.6,313.5,1023
"2022-11-12 02:00:00",419,10.95,72.25,973.34,0,0.6,355.9,1111
"2022-11-12 03:00:00",420,10.81,72.57,972.8533,0.097,1.4,336.5,1164
"2022-11-12 04:00:00",421,10.37,74.4,972.25,0.1,1.2,348.6,1075
"2022-11-12 05:00:00",422,9.62,78.1,971.81,0.06,0.7,343.8,1096
"2022-11-12 06:00:00",423,10.29,76.81,971.58,0.203,1.2,308.6,1124
"2022-11-12 07:00:00",424,9.72,80.1,971.11,0.013,1,358.1,1109
"2022-11-12 08:00:00",425,9.63,81.5,970.96,0,0.4,0,1032
"2022-11-12 09:00:00",426,9.91,81.7,971.0533,0,0.7,0,1151
"2022-11-12 10:00:00",427,11.57,76.56,970.5533,0.04,1,0,1072
"2022-11-12 11:00:00",428,13.77,68.87,969.8834,0.39,1.4,12.9,1113
"2022-11-12 12:00:00",429,15.21,64.34,968.68,0.553,1.8,52.23,1073
"2022-11-12 13:00:00",430,17.31,57.28,967.2367,0.9,3.1,59.2,1096
"2022-11-12 14:00:00",431,18.35,53.53,965.6833,0.92,3.1,48.16,1160
"2022-11-12 15:00:00",432,18.45,56.5,964.7433,0.79,3.5,49.93,1152
"2022-11-12 16:00:00",433,17.9,61.71,963.91,0.577,2.4,40.22,1094
"2022-11-12 17:00:00",434,14.29,92,963.6833,0.387,2.4,322.6,1153
"2022-11-12 18:00:00",435,14.19,92.2,962.8066,0.5,1.8,246.5,1133
"2022-11-12 19:00:00",436,14.5,90.1,961.9333,0.47,1.8,289.6,1157
"2022-11-12 20:00:00",437,14.12,94.3,961.4567,0.44,2.2,348.8,1138
"2022-11-12 21:00:00",438,13.98,96.5,960.5167,0.517,2.7,326.7,1169
"2022-11-12 22:00:00",439,13.98,98.4,960.4033,0.477,1.8,2.237,1128
"2022-11-12 23:00:00",440,14.48,99.2,959.5734,0.76,3.1,33.78,1075
"2022-11-13 00:00:00",441,14.67,99.6,958.88,0.4,2.4,5.613,1116
"2022-11-13 01:00:00",442,14.77,99.8,958.5333,0.303,2.4,359.5,1103
"2022-11-13 02:00:00",443,14.83,100,958.07,0.333,1.1,0.396,1153
"2022-11-13 03:00:00",444,14.91,100,958.0867,0.287,1.6,9.2,1126
"2022-11-13 04:00:00",445,14.85,100,957.8667,0.347,2.9,7.989,1093
"2022-11-13 05:00:00",446,14.14,100,958.1334,0.677,2.9,49.97,1104
"2022-11-13 06:00:00",447,12.76,99.6,959.02,0.747,3.7,55.62,1115
"2022-11-13 07:00:00",448,11.87,99.1,959.85,0.44,1.9,31.14,1046
"2022-11-13 08:00:00",449,10.93,98.3,961.0367,0.587,2.1,68.07,1109
"2022-11-13 09:00:00",450,9.86,98.8,961.9867,0.677,2.3,69.83,1035
"2022-11-13 10:00:00",451,9.53,99,962.4567,0.653,1.6,76.67,1115
"2022-11-13 11:00:00",452,8.73,99.7,962.8834,0.627,1.8,67.24,1087
"2022-11-13 12:00:00",453,8.37,100,963.5933,0.577,1.5,65,1100
"2022-11-13 13:00:00",454,8.19,100,963.9467,0.473,1.5,55.24,1098
"2022-11-13 14:00:00",455,8.26,100,964.3766,0.33,1.3,353.8,1035
"2022-11-13 15:00:00",456,8.54,100,964.9434,0.343,1.1,27.06,1131
"2022-11-13 16:00:00",457,8.4,97.4,964.75,0.61,1.8,5.04,1104
"2022-11-13 17:00:00",458,7.9,91.6,965.4,0.64,2.1,325.2,1079
"2022-11-13 18:00:00",459,7.45,88,966.7633,0.633,2.6,333.3,1125
"2022-11-13 19:00:00",460,6.97,91.4,967.66,0.38,1.3,355.7,1043
"2022-11-13 20:00:00",461,7.117,88.5,968.32,0.4,1.7,337.1,1043
"2022-11-13 21:00:00",462,7.483,84.3,968.2333,0.373,1.1,292.6,1128
"2022-11-13 22:00:00",463,7.373,85.7,968.6733,0.263,1.2,312.6,1060
"2022-11-13 23:00:00",464,6.27,92.4,968.79,0.043,0.9,350.7,999
"2022-11-14 00:00:00",465,6.153,91.7,968.8033,0.267,1.4,344.9,1073
"2022-11-14 01:00:00",466,6.44,86.9,968.71,0.37,0.9,293.2,1046
"2022-11-14 02:00:00",467,5.793,90.4,968.98,0.15,0.8,324.8,1032
"2022-11-14 03:00:00",468,5.813,92.4,969.05,0.07,0.7,353.9,1025
"2022-11-14 04:00:00",469,5.763,93.6,968.86,0.06,0.6,355.9,1126
"2022-11-14 05:00:00",470,5.533,94.8,968.6333,0,0.5,0,1033
"2022-11-14 06:00:00",471,5.55,92.7,968.2534,0.287,1,310,1019
"2022-11-14 07:00:00",472,5.6,91.3,967.76,0.153,0.8,322.8,1055
"2022-11-14 08:00:00",473,5.61,94.4,967.91,0.01,0.6,356.4,1104
"2022-11-14 09:00:00",474,6.133,96.2,968.16,0,0.5,0,1049
"2022-11-14 10:00:00",475,6.83,88.9,968.0566,0.02,0.8,22.72,1063
"2022-11-14 11:00:00",476,6.897,93.1,967.5,0.223,1,40.01,1096
"2022-11-14 12:00:00",477,8.07,85.3,966.8967,0.627,1.4,73.08,1094
"2022-11-14 13:00:00",478,8.45,84.5,965.7967,0.643,1.7,92.4,1091
"2022-11-14 14:00:00",479,8.92,83.4,965.2233,0.837,3.4,76.19,1135
"2022-11-14 15:00:00",480,9.46,77.17,964.6667,0.67,2.5,42.7,1171
"2022-11-14 16:00:00",481,9.28,78.45,964.41,0.527,2.3,51.73,1122
"2022-11-14 17:00:00",482,9.24,79.06,964.23,0.44,1.4,31.45,1123
"2022-11-14 18:00:00",483,7.993,80.8,964.34,0.253,1.5,351.3,1091
"2022-11-14 19:00:00",484,6.627,76.21,964.8433,0.413,1.3,292,1149
"2022-11-14 20:00:00",485,5.593,68.17,965.2767,0.513,1.5,222.3,1094
"2022-11-14 21:00:00",486,4.63,64,965.3734,0.597,1.5,250.1,1140
"2022-11-14 22:00:00",487,4.023,65.28,965.6633,0.477,1.3,240.4,1151
"2022-11-14 23:00:00",488,3.43,70.77,966.0167,0.807,1.5,253.5,1069
"2022-11-15 00:00:00",489,2.727,76.02,965.93,0.663,1.6,244.8,1188
"2022-11-15 01:00:00",490,2.183,81.5,965.9133,0.577,1.5,230.6,1108
"2022-11-15 02:00:00",491,1.723,87.5,965.9,0.4,1.1,224.4,1166
"2022-11-15 03:00:00",492,1.733,84.5,965.7567,0.703,1.4,246,1073
"2022-11-15 04:00:00",493,1.56,84.4,965.74,1.09,2,239.3,1156
"2022-11-15 05:00:00",494,1.197,87.7,965.7167,0.687,1.6,232.9,1094
"2022-11-15 06:00:00",495,0.673,91.9,965.7633,0.713,1.6,258.5,1060
"2022-11-15 07:00:00",496,0.547,93.3,965.8633,0.217,1.7,331.8,1094
"2022-11-15 08:00:00",497,0.943,90.7,965.8967,0.763,1.7,243,1105
"2022-11-15 09:00:00",498,2.07,87.5,965.9733,0.45,1.6,221.5,1085
"2022-11-15 10:00:00",499,3.417,84.6,966.13,0.36,1.7,29.73,1071
"2022-11-15 11:00:00",500,5.03,75.6,966.0933,0.633,2.7,23.74,1142
"2022-11-15 12:00:00",501,6.81,71.91,965.7933,0.987,3.6,96.7,1099
"2022-11-15 13:00:00",502,7.47,70.84,965.0067,1.117,3.6,82.7,1153
"2022-11-15 14:00:00",503,7.58,68.81,964.5034,1.033,3.7,68.13,1120
"2022-11-15 15:00:00",504,8.03,64.82,964.1667,0.793,3,51.5,1142
"2022-11-15 16:00:00",505,7.93,63.41,964.3766,0.62,1.7,71.16,1167
"2022-11-15 17:00:00",506,6.56,77.24,964.8367,0.537,3.8,57.13,1110
"2022-11-15 18:00:00",507,5.517,83.6,965.06,0.043,0.7,351.6,1173
"2022-11-15 19:00:00",508,5.24,89.6,965.7833,0.247,2.8,15.23,1099
"2022-11-15 20:00:00",509,4.27,96.3,966.0566,0.413,2.8,333.4,1105
"2022-11-15 21:00:00",510,3.89,96,966.09,0.68,1.5,259.3,1051
"2022-11-15 22:00:00",511,3.63,95.2,965.9267,0.757,2.2,235.7,1088
"2022-11-15 23:00:00",512,3.817,96.8,966.46,0.437,2.3,30.78,1052
"2022-11-16 00:00:00",513,3.56,97.9,966.0133,0.127,1,5.527,1136
"2022-11-16 01:00:00",514,3.427,98,965.99,0.433,1.5,318.8,1143
"2022-11-16 02:00:00",515,3.517,97.4,966,0.61,1.8,232.8,1109
"2022-11-16 03:00:00",516,3.77,97.5,966.1367,0.723,3.4,283.6,1099
"2022-11-16 04:00:00",517,3.547,98.1,966.1266,0.53,1.6,262.8,1090
"2022-11-16 05:00:00",518,3.703,98,966.3467,0.437,1.2,294,1050
"2022-11-16 06:00:00",519,3.343,98.4,966.5867,0.137,0.9,337.6,1101
"2022-11-16 07:00:00",520,3.253,98.2,966.9366,0.417,1.2,258,1109
"2022-11-16 08:00:00",521,3.483,97.4,967.46,0.467,1.5,273,1104
"2022-11-16 09:00:00",522,3.313,97.5,968.3,0.44,1.5,308.4,1126
"2022-11-16 10:00:00",523,3.317,99.6,968.8667,0.377,1.3,57.97,1052
"2022-11-16 11:00:00",524,4.92,99.8,969.0167,0.507,2.9,44.85,1055
"2022-11-16 12:00:00",525,6.007,95.9,969.0833,0.953,3.5,96.1,1090
"2022-11-16 13:00:00",526,7.153,75.56,968.6767,1.053,3.7,96.8,1035
"2022-11-16 14:00:00",527,7.373,65.02,968.4333,0.89,4,76.74,1098
"2022-11-16 15:00:00",528,7.817,64.55,968.3234,0.853,3.5,80.1,1060
"2022-11-16 16:00:00",529,7.53,69.46,968.4767,0.5,2.1,27.5,1120
"2022-11-16 17:00:00",530,6.777,72.89,968.6367,0.54,1.3,268.9,1085
"2022-11-16 18:00:00",531,5.953,76.71,968.97,0.64,1.6,241.8,1096
"2022-11-16 19:00:00",532,5.75,68.35,969.78,0.697,1.5,239.9,1069
"2022-11-16 20:00:00",533,5.823,59.68,970.5367,0.693,1.6,241.7,1083
"2022-11-16 21:00:00",534,5.463,58.86,970.82,0.89,1.7,251.3,1088
"2022-11-16 22:00:00",535,5.06,62.16,971.02,0.907,2,250.1,1088
"2022-11-16 23:00:00",536,5.067,61.84,971.2133,0.75,1.6,242.3,1041
"2022-11-17 00:00:00",537,4.097,69.34,971.0233,0.1,1.1,335.4,1059
"2022-11-17 01:00:00",538,3.997,68.58,971.14,0.383,0.9,294.1,1106
"2022-11-17 02:00:00",539,4.09,69.21,971.08,0.177,1,323.2,1100
"2022-11-17 03:00:00",540,4.357,70.27,971.26,0,0.7,358.1,1081
"2022-11-17 04:00:00",541,4.16,69.1,971.4366,0.053,0.8,351.4,1108
"2022-11-17 05:00:00",542,3.76,69.17,971.76,0,0.6,0,1064
"2022-11-17 06:00:00",543,3.94,68.69,971.91,0.09,1,338.8,1073
"2022-11-17 07:00:00",544,3.053,72.12,971.9067,0.093,0.9,342.3,1130
"2022-11-17 08:00:00",545,3.137,71.61,972.1733,0.087,0.7,321.7,1050
"2022-11-17 09:00:00",546,3.737,72.34,972.5433,0,0.5,0,1063
"2022-11-17 10:00:00",547,4.86,73.49,973.1334,0,0.6,0,1063
"2022-11-17 11:00:00",548,7.117,68.38,973.31,0.283,1,26.57,1079
"2022-11-17 12:00:00",549,9.12,64.02,972.94,0.653,3,44.52,1107
"2022-11-17 13:00:00",550,9.97,61.48,972.35,0.79,2.4,30.85,1149
"2022-11-17 14:00:00",551,10.18,59.59,971.8734,0.693,2.4,91.9,1036
"2022-11-17 15:00:00",552,10.4,57.18,971.87,0.47,1.7,283.4,1122
"2022-11-17 16:00:00",553,10.39,55.88,972.0433,0.407,1.1,258.1,1098
"2022-11-17 17:00:00",554,10.07,56.68,972.4567,0.553,1.2,252,1066
"2022-11-17 18:00:00",555,9.48,59.04,972.8467,0.71,1.2,247.2,1078
"2022-11-17 19:00:00",556,8.86,59.63,973.34,0.833,1.7,248.1,1056
"2022-11-17 20:00:00",557,8.5,61.09,973.72,0.87,2.2,246.7,1053
"2022-11-17 21:00:00",558,7.987,63.88,973.8867,0.383,1.6,275.2,1068
"2022-11-17 22:00:00",559,7.74,64.9,974.4333,0.973,1.7,243.1,1049
"2022-11-17 23:00:00",560,7.793,67.94,974.65,0.827,1.6,243,1019
"2022-11-18 00:00:00",561,6.31,75.02,974.4133,0.02,1.1,353.6,968
"2022-11-18 01:00:00",562,5.703,76.32,974.4267,0,0.5,0,1050
"2022-11-18 02:00:00",563,5.267,78.02,974.67,0.177,0.8,324.5,1061
"2022-11-18 03:00:00",564,5.04,78.25,974.8167,0,0.6,0,1010
"2022-11-18 04:00:00",565,4.307,81.3,975.0466,0.05,0.7,342,1082
"2022-11-18 05:00:00",566,4.117,81.8,975.1333,0,0.4,0,1063
"2022-11-18 06:00:00",567,3.177,86.1,975.48,0,0.5,0,1022
"2022-11-18 07:00:00",568,2.76,88.6,975.6533,0,0.6,0,1062
"2022-11-18 08:00:00",569,2.79,88.8,976.1533,0,0.5,0,1073
"2022-11-18 09:00:00",570,3.607,86.9,976.5067,0,0.7,0,997
"2022-11-18 10:00:00",571,5.16,82.4,976.4667,0,0.7,0,1074
"2022-11-18 11:00:00",572,7.5,74.55,976.32,0,0.7,3.033,1092
"2022-11-18 12:00:00",573,10.39,57.63,975.9933,0.367,1.4,27.5,1050
"2022-11-18 13:00:00",574,12.19,49.48,975.4,0.747,2.6,27.52,1087
"2022-11-18 14:00:00",575,12.34,50.22,974.6133,0.557,2.2,10.55,1070
"2022-11-18 15:00:00",576,12.61,47.4,974.0167,0.75,2.5,269.9,1093
"2022-11-18 16:00:00",577,12.62,46.64,973.7933,0.637,1.7,288.7,1087
"2022-11-18 17:00:00",578,12.17,48.05,973.7367,0.287,1.4,271.2,960
"2022-11-18 18:00:00",579,11.17,54.21,974.0833,0.707,2,251.2,1056
"2022-11-18 19:00:00",580,10.29,58.52,974.6,0.587,1.8,267.4,1038
"2022-11-18 20:00:00",581,9.6,60.27,974.9767,0.6,2,249.6,1057
"2022-11-18 21:00:00",582,8.93,62.83,975.1266,0.373,1.2,288.2,1086
"2022-11-18 22:00:00",583,8.37,62.88,975.5,0.22,0.8,337.6,1043
"2022-11-18 23:00:00",584,7.57,66.64,975.48,0.293,1.1,305.9,1084
"2022-11-19 00:00:00",585,8.09,56.84,975.1733,0.233,1.1,328.6,1051
"2022-11-19 01:00:00",586,7.43,57.97,975.1866,0.34,1,281.5,1039
"2022-11-19 02:00:00",587,6.767,61.85,974.95,0.09,1,359.5,1044
"2022-11-19 03:00:00",588,6.333,66.28,974.92,0.087,1,359.7,1063
"2022-11-19 04:00:00",589,6.697,67.69,974.6766,0.217,1,322.6,1059
"2022-11-19 05:00:00",590,6.3,71.16,974.6266,0.093,1.1,345.7,1129
"2022-11-19 06:00:00",591,6.057,72.74,974.4533,0.27,1.2,318.4,1042
"2022-11-19 07:00:00",592,6.723,72.78,973.94,0.223,1.1,345.3,1053
"2022-11-19 08:00:00",593,5.5,78.2,974.0733,0.233,0.9,340.8,1081
"2022-11-19 09:00:00",594,7.033,74.03,974.3134,0.113,0.9,351.9,1049
"2022-11-19 10:00:00",595,7.36,73.87,974.4767,0.123,1,0,1055
"2022-11-19 11:00:00",596,9.89,65.06,974.3833,0.463,1.8,44.64,1034
"2022-11-19 12:00:00",597,11.6,60.35,973.6433,0.587,1.6,90.1,1088
"2022-11-19 13:00:00",598,13.11,55.34,972.4633,0.83,2.1,81.7,1039
"2022-11-19 14:00:00",599,13.84,50.83,971.26,0.65,2.2,4.809,1141
"2022-11-19 15:00:00",600,14.06,48.06,970.4434,0.507,2.5,1.245,1083
"2022-11-19 16:00:00",601,13.66,47.62,970.0634,0.63,2.5,309.7,1083
"2022-11-19 17:00:00",602,13.45,46.74,970.1066,0.547,1.2,258.4,1053
"2022-11-19 18:00:00",603,12.5,50.35,970.1933,0.73,1.2,251.2,1135
"2022-11-19 19:00:00",604,12.08,51.64,970.62,0.717,1.5,242.4,1082
"2022-11-19 20:00:00",605,11.91,53.4,970.9366,0.897,1.5,242.2,1059
"2022-11-19 21:00:00",606,11.06,59.59,971.0133,0.307,1.1,310.2,1069
"2022-11-19 22:00:00",607,10.49,63.81,971.0533,0.277,1,321.4,1088
"2022-11-19 23:00:00",608,9.54,68,970.7933,0.103,0.8,346,1037
"2022-11-20 00:00:00",609,8.71,71.64,970.63,0.113,0.8,347.7,1107
"2022-11-20 01:00:00",610,8.64,71.32,970.5,0.337,0.8,282.3,1100
"2022-11-20 02:00:00",611,7.957,74.34,970.3267,0,0.5,349.3,1088
"2022-11-20 03:00:00",612,7.813,75.7,970.4434,0,0.5,0,1087
"2022-11-20 04:00:00",613,7.623,76.81,970.1934,0,0.5,0,1086
"2022-11-20 05:00:00",614,7.413,77.73,969.9333,0.087,0.6,336.6,1037
"2022-11-20 06:00:00",615,7.157,79.1,969.74,0.087,0.7,343.4,1075
"2022-11-20 07:00:00",616,6.52,82.8,969.81,0,0.6,353.7,1092
"2022-11-20 08:00:00",617,6.657,82.8,969.9966,0.02,0.6,351.9,1107
"2022-11-20 09:00:00",618,6.86,84.1,970.4366,0,0.5,0,1099
"2022-11-20 10:00:00",619,8.2,79.71,970.5533,0.09,0.9,9.8,1121
"2022-11-20 11:00:00",620,9.85,73.64,970.4933,0.243,0.9,32.86,1072
"2022-11-20 12:00:00",621,12.67,62.74,969.69,0.553,2.3,22.54,1096
"2022-11-20 13:00:00",622,14.07,54.74,968.89,0.807,2.5,31.81,1106
"2022-11-20 14:00:00",623,14.48,38.19,968.2466,0.647,2,333.5,1138
"2022-11-20 15:00:00",624,14.73,39.72,967.9067,0.487,2.4,268.4,1081
"2022-11-20 16:00:00",625,14.19,38.35,968.1234,0.373,1.2,280.6,1060
"2022-11-20 17:00:00",626,14.11,39.39,968.5167,0.44,1.6,254.8,1100
"2022-11-20 18:00:00",627,13.34,43.96,968.5433,0.397,1,234.7,1150
"2022-11-20 19:00:00",628,12.48,47.45,968.83,0.597,1.6,250.5,1113
"2022-11-20 20:00:00",629,11.8,51.4,969.15,0.28,1,302.3,1122
"2022-11-20 21:00:00",630,11.34,52.86,969.3633,0.417,1,273.8,1084
"2022-11-20 22:00:00",631,10.95,55.24,969.53,0.303,1,289.2,1079
"2022-11-20 23:00:00",632,11.09,55.83,969.34,0.747,1.8,250.8,1051
"2022-11-21 00:00:00",633,8.57,66.3,969.74,0.027,0.7,357.8,1105
"2022-11-21 01:00:00",634,8.85,65.03,969.9233,0.43,1.1,280.1,1085
"2022-11-21 02:00:00",635,8.06,68.69,970.0467,0.33,1.8,304.4,1065
"2022-11-21 03:00:00",636,7.83,69.52,969.79,0.58,1.9,302.3,1009
"2022-11-21 04:00:00",637,6.933,73.36,969.7833,0.093,1.3,356.7,1100
"2022-11-21 05:00:00",638,8.44,66.63,969.5634,0.67,1.6,253.6,1077
"2022-11-21 06:00:00",639,7.097,72.71,969.7433,0.253,1.3,331.3,1101
"2022-11-21 07:00:00",640,7.303,72.34,970.19,0.46,1.6,288.6,1085
