"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2025-07-31 10:00:00",24235,24.57,78.87,958.1133,0,0.6,0,1143
"2025-07-31 11:00:00",24236,25.81,71.81,958.0634,0.033,0.5,8.33,1150
"2025-07-31 12:00:00",24237,26.58,73,957.9033,0,0.7,0,1105
"2025-07-31 13:00:00",24238,27.67,66.58,957.58,0.153,0.9,355.6,1128
"2025-07-31 14:00:00",24239,28.46,65.62,957.2367,0.103,1.5,338.3,1156
"2025-07-31 15:00:00",24240,29.2,59.97,957.1033,0.317,1.5,326.8,1147
"2025-07-31 16:00:00",24241,29.53,59.37,956.8766,0.263,1.2,235.1,1187
"2025-07-31 17:00:00",24242,28.46,70.58,956.6567,0.05,0.8,345.1,1129
"2025-07-31 18:00:00",24243,27.66,75.97,956.5133,0.027,0.9,354,1142
"2025-07-31 19:00:00",24244,26.95,73.84,956.8433,0.503,0.9,255.2,1145
"2025-07-31 20:00:00",24245,25.97,80.1,957.2,0.373,0.8,275.1,1142
"2025-07-31 21:00:00",24246,25.63,77.81,957.41,0.2,0.8,306,1110
"2025-07-31 22:00:00",24247,25.12,79.36,957.6934,0.163,0.6,322.6,1096
"2025-07-31 23:00:00",24248,25.39,78.57,957.6133,0.273,0.8,281.5,1118
"2025-08-01 00:00:00",24249,25.48,81.1,957.6766,0.147,0.7,316,1152
"2025-08-01 01:00:00",24250,24.41,85.4,957.69,0,0.5,349.5,1126
"2025-08-01 02:00:00",24251,24.35,87,957.2667,0.093,0.7,330.7,1176
"2025-08-01 03:00:00",24252,24.2,87,956.9867,0.103,0.6,329.6,1127
"2025-08-01 04:00:00",24253,23.53,89.8,956.8467,0.16,0.6,312.3,1091
"2025-08-01 05:00:00",24254,23.25,90.8,956.7333,0.06,0.5,337.3,1142
"2025-08-01 06:00:00",24255,23.05,92.1,956.92,0.01,0.5,334.8,1158
"2025-08-01 07:00:00",24256,23.22,92.4,957.1766,0,0.4,356,1078
"2025-08-01 08:00:00",24257,23.45,94.5,957.6667,0,0.3,0,1130
"2025-08-01 09:00:00",24258,24.78,89.4,957.8567,0.11,0.8,27.53,1070
"2025-08-01 10:00:00",24259,26.82,83.4,957.8467,0.323,0.9,59.26,1112
"2025-08-01 11:00:00",24260,28.6,76.29,957.8533,0.413,1.2,46.93,1068
"2025-08-01 12:00:00",24261,29.6,70.97,957.7133,0.537,1.5,56.5,1112
"2025-08-01 13:00:00",24262,30.18,67.67,957.3867,0.47,1.7,347.2,1091
"2025-08-01 14:00:00",24263,30.73,67.89,956.94,0.54,1.6,33.42,1054
"2025-08-01 15:00:00",24264,30.9,63.26,956.37,0.497,2.1,345.9,1102
"2025-08-01 16:00:00",24265,30.7,64.13,955.8167,0.503,1.7,1.494,1110
"2025-08-01 17:00:00",24266,29.98,65.82,955.5967,0.253,1.2,271.3,1105
"2025-08-01 18:00:00",24267,29.09,72.52,955.6133,0.27,1,254.7,1072
"2025-08-01 19:00:00",24268,28.15,80.1,956.0733,0.187,0.9,319.3,1110
"2025-08-01 20:00:00",24269,27.19,82.3,956.41,0.323,0.8,267.3,1061
"2025-08-01 21:00:00",24270,26.66,80.8,956.6367,0.417,0.8,262,1177
"2025-08-01 22:00:00",24271,25.98,81.4,957.0067,0.383,1.1,288.6,1173
"2025-08-01 23:00:00",24272,25.51,82.4,957.2466,0.427,0.9,268,1106
"2025-08-02 00:00:00",24273,25.31,86.2,957.4067,0.037,0.6,335.6,1114
"2025-08-02 01:00:00",24274,25.21,86,957.4633,0.22,0.7,301.4,1144
"2025-08-02 02:00:00",24275,24.94,87.3,957.13,0.07,0.6,336,1125
"2025-08-02 03:00:00",24276,24.26,91.1,956.8734,0.053,0.6,339.6,1072
"2025-08-02 04:00:00",24277,23.89,95.2,956.7567,0,0.6,356.1,1101
"2025-08-02 05:00:00",24278,23.9,94.5,956.7967,0.17,0.9,305.1,1082
"2025-08-02 06:00:00",24279,23.3,97.9,957.0433,0,0.5,0,1079
"2025-08-02 07:00:00",24280,23.24,98.9,957.1133,0,0.4,0,1165
"2025-08-02 08:00:00",24281,24.33,95.9,957.14,0,0.6,0,1154
"2025-08-02 09:00:00",24282,25.61,91.5,957.08,0,0.8,359.6,1124
"2025-08-02 10:00:00",24283,26.87,84.4,957.2267,0.217,1.1,27.31,1088
"2025-08-02 11:00:00",24284,27.17,83.1,957.5367,0.217,1.2,24.2,1099
"2025-08-02 12:00:00",24285,28.56,77.28,957.4434,0.593,2.1,25.56,1109
"2025-08-02 13:00:00",24286,28.86,74.94,957.1167,0.27,1.2,23.32,1097
"2025-08-02 14:00:00",24287,29.73,67.7,956.5734,0.703,2.8,78.27,1129
"2025-08-02 15:00:00",24288,29.88,67.97,956.2,0.647,2.8,76.07,1168
"2025-08-02 16:00:00",24289,29.61,71.92,955.9467,0.243,1.6,13.04,1104
"2025-08-02 17:00:00",24290,29.16,74.91,955.6066,0.35,2,346.5,1098
"2025-08-02 18:00:00",24291,28.6,77.72,955.4733,0.313,1.3,318.1,1115
"2025-08-02 19:00:00",24292,28.11,79.84,955.6833,0.353,0.9,270.5,1171
"2025-08-02 20:00:00",24293,27.25,83.2,955.85,0.63,1,255.3,1126
"2025-08-02 21:00:00",24294,26.89,83.6,956.12,0.67,1.1,246.9,1189
"2025-08-02 22:00:00",24295,26.61,85.2,956.3834,0.833,1.8,249,1211
"2025-08-02 23:00:00",24296,25.73,89.9,956.6266,0.303,1.8,318.8,1089
"2025-08-03 00:00:00",24297,24.96,94.8,956.8134,0.537,1,252.9,1167
"2025-08-03 01:00:00",24298,25.03,93.4,956.8934,0.673,1.1,243.3,1172
"2025-08-03 02:00:00",24299,25.1,91.3,956.86,0.44,1,250.1,1143
"2025-08-03 03:00:00",24300,25.18,91.4,956.7033,0.457,0.9,250,1130
"2025-08-03 04:00:00",24301,25.02,92.3,956.6633,0.387,0.8,254.5,1150
"2025-08-03 05:00:00",24302,24.18,96.4,956.43,0.07,0.7,335.6,1122
"2025-08-03 06:00:00",24303,23.67,98,956.3367,0,0.5,0,1181
"2025-08-03 07:00:00",24304,24.08,95.6,956.3467,0.213,1.2,325.4,1161
"2025-08-03 08:00:00",24305,24.43,95.2,956.3167,0.13,1.1,340.5,1160
"2025-08-03 09:00:00",24306,24.95,94,956.3933,0.18,1,337,1148
"2025-08-03 10:00:00",24307,25.01,96.3,956.2833,0.227,0.7,46.58,1125
"2025-08-03 11:00:00",24308,25.56,93.1,955.93,0.16,0.8,3.847,1160
"2025-08-03 12:00:00",24309,26.41,90.5,955.7833,0,0.8,3.607,1124
"2025-08-03 13:00:00",24310,26.84,87.4,956.06,0,0.7,0,1129
"2025-08-03 14:00:00",24311,27.39,80.4,955.8734,0.03,1.2,353.7,1144
"2025-08-03 15:00:00",24312,28.13,77.49,954.9967,0.093,0.9,339.5,1118
"2025-08-03 16:00:00",24313,27.61,80.2,954.5667,0.393,0.9,255.4,1193
"2025-08-03 17:00:00",24314,27.54,83.6,954.5067,0.087,0.9,309.3,1130
"2025-08-03 18:00:00",24315,26.84,87.8,954.3467,0.203,0.9,256,1164
"2025-08-03 19:00:00",24316,26.04,90.5,954.3834,0.56,0.9,249.4,1155
"2025-08-03 20:00:00",24317,25.26,96.2,954.6733,0.417,1.1,258.2,1139
"2025-08-03 21:00:00",24318,24.12,100,955.3033,0.29,1.2,332.3,1138
"2025-08-03 22:00:00",24319,21.83,100,955.5867,0.493,1.3,308.2,1166
"2025-08-03 23:00:00",24320,20.72,100,955.4167,0.22,0.8,308.7,1141
"2025-08-04 00:00:00",24321,20.27,100,955.17,0.22,0.9,333.8,1126
"2025-08-04 01:00:00",24322,20.38,100,954.2967,0.087,0.9,5.766,1191
"2025-08-04 02:00:00",24323,20.43,100,953.2466,0.073,0.8,8.49,1138
"2025-08-04 03:00:00",24324,20.42,100,952.7233,0.167,0.8,359.9,1118
"2025-08-04 04:00:00",24325,20.51,100,952.5,0.013,0.7,0,1201
"2025-08-04 05:00:00",24326,20.56,100,952.39,0.02,0.6,6.347,1174
"2025-08-04 06:00:00",24327,20.6,100,952.4267,0,0.7,0,1113
"2025-08-04 07:00:00",24328,20.53,100,952.8134,0,0.6,0,1108
"2025-08-04 08:00:00",24329,20.56,100,953.29,0,0.6,24.87,1154
"2025-08-04 09:00:00",24330,20.79,100,953.55,0,0.5,11.2,1107
"2025-08-04 10:00:00",24331,21.09,100,953.6934,0.143,0.9,48.48,1115
"2025-08-04 11:00:00",24332,21.4,100,954.11,0.15,0.7,56.48,1108
"2025-08-04 12:00:00",24333,22.2,100,954.17,0.237,0.7,55.62,1148
"2025-08-04 13:00:00",24334,23.38,100,954.1866,0.167,0.9,0.228,1148
"2025-08-04 14:00:00",24335,23.95,100,953.92,0.38,1,31.99,1070
"2025-08-04 15:00:00",24336,25.14,98,954,0.387,1.1,353.1,1091
"2025-08-04 16:00:00",24337,25.48,96.2,954.0767,0.127,1,346.9,1141
"2025-08-04 17:00:00",24338,26.16,93.8,954.29,0.127,1.3,0.607,1039
"2025-08-04 18:00:00",24339,25.7,95.1,954.4867,0.357,1.3,277.8,1125
"2025-08-04 19:00:00",24340,25.38,98.1,954.65,0.483,0.9,259.4,1076
"2025-08-04 20:00:00",24341,25,99.9,955.2767,0.343,0.9,248.3,1083
"2025-08-04 21:00:00",24342,24.77,100,955.9867,0.4,0.8,244.2,1109
"2025-08-04 22:00:00",24343,24.28,100,956.6,0.407,1,246.4,1057
"2025-08-04 23:00:00",24344,24.28,100,957.2433,0.197,0.8,285.4,1099
"2025-08-05 00:00:00",24345,24.4,100,957.57,0.087,0.7,311,1123
"2025-08-05 01:00:00",24346,24.36,100,957.6133,0,0.6,0,1086
"2025-08-05 02:00:00",24347,24.08,100,957.45,0,0.6,358.2,1091
"2025-08-05 03:00:00",24348,24.07,100,957.3066,0,0.6,356.1,1108
"2025-08-05 04:00:00",24349,24.01,100,957.3867,0.01,0.6,0.074,1009
"2025-08-05 05:00:00",24350,23.94,100,957.5833,0,0.4,0,1133
"2025-08-05 06:00:00",24351,23.79,100,957.8167,0,0.4,0,1075
"2025-08-05 07:00:00",24352,23.57,100,958.11,0,0.7,0,1105
"2025-08-05 08:00:00",24353,23.64,99.9,958.5333,0.037,0.7,354.4,1120
"2025-08-05 09:00:00",24354,24.61,95,958.4833,0.25,1.1,36.21,1148
"2025-08-05 10:00:00",24355,25.27,92.7,958.7033,0.38,1.1,39.34,1097
"2025-08-05 11:00:00",24356,26.67,85.9,958.7567,0.66,1.8,42.41,1098
"2025-08-05 12:00:00",24357,26.57,86.7,958.7967,0.46,1.5,43.09,1083
"2025-08-05 13:00:00",24358,27.42,82.5,958.8033,0.46,1.5,56.11,1040
"2025-08-05 14:00:00",24359,28.14,78.56,958.4434,0.63,2.2,75.49,1075
"2025-08-05 15:00:00",24360,28.31,74.77,958.0034,0.607,1.9,66.47,1091
"2025-08-05 16:00:00",24361,28.2,73.43,957.4733,0.533,1.8,7.2,1108
"2025-08-05 17:00:00",24362,27.31,78.09,957.3234,0.307,1.3,346.9,1125
"2025-08-05 18:00:00",24363,26.81,81.8,957.32,0.213,0.9,304.3,1143
"2025-08-05 19:00:00",24364,26.17,84.4,957.2033,0.377,1,244.9,1128
"2025-08-05 20:00:00",24365,25.31,87.1,957.6,0.547,0.9,248.4,1150
"2025-08-05 21:00:00",24366,24.94,87.9,957.9933,0.497,0.9,245.2,1078
"2025-08-05 22:00:00",24367,24.72,88.7,958.1234,0.53,1.1,245.8,1082
"2025-08-05 23:00:00",24368,24.57,89.2,958.0233,0.487,0.8,254.6,1071
"2025-08-06 00:00:00",24369,24.08,92.5,958.11,0.22,0.8,307.8,1099
"2025-08-06 01:00:00",24370,23.91,95.2,957.9567,0.243,0.8,313.3,1122
"2025-08-06 02:00:00",24371,23.7,96.8,957.4366,0.23,0.8,287.7,1068
"2025-08-06 03:00:00",24372,23.64,97.5,956.98,0.053,0.8,349.6,1134
"2025-08-06 04:00:00",24373,23.51,99.4,956.66,0.113,0.7,0.113,1108
"2025-08-06 05:00:00",24374,23.26,100,956.4033,0.417,1.6,21.06,1101
"2025-08-06 06:00:00",24375,23.22,100,955.9467,0.333,1.2,5.708,1072
"2025-08-06 07:00:00",24376,23.26,100,955.9534,0.377,1.5,10.39,950
"2025-08-06 08:00:00",24377,23.38,100,955.78,0.203,1,0.971,1119
"2025-08-06 09:00:00",24378,23.56,100,955.39,0.313,1.4,5.929,1104
"2025-08-06 10:00:00",24379,23.89,100,954.9667,0.403,1.4,5.379,1044
"2025-08-06 11:00:00",24380,24.03,100,954.7067,0.357,1.6,11.42,1047
"2025-08-06 12:00:00",24381,23.96,100,954.63,0.537,1.8,29.97,1146
"2025-08-06 13:00:00",24382,22.93,100,955.1433,0.567,4.7,359.9,1016
"2025-08-06 14:00:00",24383,21.56,100,955.2667,0.493,2.2,4.029,1094
"2025-08-06 15:00:00",24384,21.57,100,955.0367,0.27,1.5,1.141,1056
"2025-08-06 16:00:00",24385,22.01,100,954.59,0.153,1.1,0,1033
"2025-08-06 17:00:00",24386,22.34,100,954.11,0.06,0.8,0,1070
"2025-08-06 18:00:00",24387,22.69,100,953.84,0.08,1.2,0,1054
"2025-08-06 19:00:00",24388,22.54,100,953.7067,0.4,1.8,44.45,1083
"2025-08-06 20:00:00",24389,22.47,100,953.61,0,0.6,358.1,1120
"2025-08-06 21:00:00",24390,22.4,100,954.0467,0.02,0.6,351.6,1019
"2025-08-06 22:00:00",24391,22.24,100,954.5167,0.123,0.8,339.5,1049
"2025-08-06 23:00:00",24392,22.18,100,954.5133,0.083,0.8,346,1042
"2025-08-07 00:00:00",24393,22.17,100,954.7267,0,0.8,0,1111
"2025-08-07 01:00:00",24394,22.1,100,954.66,0.097,0.8,0,1063
"2025-08-07 02:00:00",24395,22.19,100,954.4567,0,0.8,0,1125
"2025-08-07 03:00:00",24396,22.16,100,954.6866,0.047,0.7,0,1041
"2025-08-07 04:00:00",24397,22.02,100,954.64,0,0.6,0,1115
"2025-08-07 05:00:00",24398,21.95,100,954.6133,0.153,1.4,359.4,1091
"2025-08-07 06:00:00",24399,21.99,100,954.7767,0.04,0.7,354.1,1063
"2025-08-07 07:00:00",24400,21.94,100,954.84,0.077,0.7,4.194,1027
"2025-08-07 08:00:00",24401,22.35,100,954.9167,0.143,1.1,20.66,1046
"2025-08-07 09:00:00",24402,23.08,100,955.1934,0.53,2.5,79.55,1120
"2025-08-07 10:00:00",24403,23.63,96.4,955.5333,0.6,2.7,30.26,1100
"2025-08-07 11:00:00",24404,25.29,84.1,955.5267,0.777,2.7,67.97,1112
"2025-08-07 12:00:00",24405,25.53,79.17,955.5367,0.777,2.6,102.5,1057
"2025-08-07 13:00:00",24406,26.5,73.39,955.5,0.687,1.9,66.97,1067
"2025-08-07 14:00:00",24407,26.21,72.59,955.3967,0.59,2.1,287.9,1090
"2025-08-07 15:00:00",24408,26.44,72.96,955.0433,0.493,1.6,346.3,1126
"2025-08-07 16:00:00",24409,26.93,70.31,954.7233,0.53,2,341.8,1151
"2025-08-07 17:00:00",24410,26.65,71.81,954.6133,0.433,3,0,1057
"2025-08-07 18:00:00",24411,25.81,73.02,954.69,0.553,1.3,270.8,1095
"2025-08-07 19:00:00",24412,25.28,73.93,955.11,0.537,1.2,244.1,1061
"2025-08-07 20:00:00",24413,24.63,76.73,955.6234,0.45,1,258.9,1173
"2025-08-07 21:00:00",24414,24.26,75.72,956.44,0.577,1.3,245.9,1120
"2025-08-07 22:00:00",24415,23.42,80.3,957.23,0.663,1.3,240.9,1150
"2025-08-07 23:00:00",24416,22.36,88,957.4333,0.8,1.5,258.2,1103
"2025-08-08 00:00:00",24417,21.9,93.5,957.4067,0.32,1.2,247.2,1031
"2025-08-08 01:00:00",24418,21.56,98.1,957.0567,0.347,1,244,1089
"2025-08-08 02:00:00",24419,21.24,98.9,956.9,0.457,1.1,247.2,1107
"2025-08-08 03:00:00",24420,21.07,98.6,956.9534,0.633,1,252.3,1113
"2025-08-08 04:00:00",24421,21.19,97.2,957.0233,0.54,1.1,253.6,1096
"2025-08-08 05:00:00",24422,21.35,96.7,957.0167,0.327,1.1,256.5,1099
"2025-08-08 06:00:00",24423,21.26,98.2,957.1667,0.047,0.7,350.1,1077
"2025-08-08 07:00:00",24424,21.21,99.4,957.68,0,0.7,0,1045
"2025-08-08 08:00:00",24425,21.17,99.5,958.0634,0.127,0.8,48.35,1126
"2025-08-08 09:00:00",24426,22.02,97.2,958.2167,0.213,0.8,48.72,1065
"2025-08-08 10:00:00",24427,24.02,87.5,958.1533,0.263,1.3,352.5,1060
"2025-08-08 11:00:00",24428,24.74,83.1,958.28,0.41,1.8,226.5,1080
"2025-08-08 12:00:00",24429,26.01,76.47,957.98,0.557,1.7,112.8,1136
"2025-08-08 13:00:00",24430,26.92,71.96,957.8667,0.533,1.9,35.33,1070
"2025-08-08 14:00:00",24431,27.16,70.64,957.3533,0.613,1.8,74.76,1136
"2025-08-08 15:00:00",24432,27.09,74.33,957.0566,0.583,1.8,50.1,1128
"2025-08-08 16:00:00",24433,27.37,72.82,957,0.537,2,44.8,1058
"2025-08-08 17:00:00",24434,26.85,76.32,957.03,0.467,1.6,355.3,1130
"2025-08-08 18:00:00",24435,26.13,78.61,957.23,0.477,1,297.8,1110
"2025-08-08 19:00:00",24436,25.45,80.5,957.2433,0.187,1,254.7,1074
"2025-08-08 20:00:00",24437,24.69,83.4,957.8066,0.43,1.3,194.7,1089
"2025-08-08 21:00:00",24438,24.11,84.1,958.1467,0.47,1.1,237.1,1102
"2025-08-08 22:00:00",24439,23.85,85.7,958.67,0.38,1.1,243.5,1090
"2025-08-08 23:00:00",24440,23.34,89.6,958.8367,0.413,1.2,280.2,1055
"2025-08-09 00:00:00",24441,22.1,99,958.7433,0.663,1.2,264.5,1060
"2025-08-09 01:00:00",24442,21.91,98,958.6266,0.683,1,257.5,1062
"2025-08-09 02:00:00",24443,21.89,97.1,958.5466,0.5,1,250,1103
"2025-08-09 03:00:00",24444,21.73,95.9,958.4467,0.503,1.1,251.6,1069
"2025-08-09 04:00:00",24445,21.44,95.7,958.2333,0.333,1.1,239.9,1110
"2025-08-09 05:00:00",24446,21.3,94.3,958.0566,0.39,1,233.9,1099
"2025-08-09 06:00:00",24447,21.04,92.6,957.9434,0.61,1.1,248.3,1118
"2025-08-09 07:00:00",24448,20.89,90.8,957.8734,0.513,1,244.2,1152
"2025-08-09 08:00:00",24449,21.48,89.3,958.1234,0.35,0.9,243.3,1121
"2025-08-09 09:00:00",24450,22.59,84.9,958.3734,0.103,0.9,356.6,1107
"2025-08-09 10:00:00",24451,22.65,86.6,958.6266,0,0.6,0,1065
"2025-08-09 11:00:00",24452,22.75,88,958.58,0,0.6,5.665,1128
"2025-08-09 12:00:00",24453,23,87.4,958.6166,0.067,0.7,12.3,1131
"2025-08-09 13:00:00",24454,22.96,90.3,957.99,0.01,0.8,11.37,1098
"2025-08-09 14:00:00",24455,23.16,90.1,957.4733,0.03,0.7,6.878,1106
"2025-08-09 15:00:00",24456,22.99,89.1,956.8633,0.057,0.9,4.078,1086
"2025-08-09 16:00:00",24457,22.88,89.9,956.4467,0.03,0.8,0,1063
"2025-08-09 17:00:00",24458,22.66,89.1,956.6533,0.02,0.7,352.5,1050
"2025-08-09 18:00:00",24459,22.49,89.7,956.1533,0,0.5,358.2,1197
"2025-08-09 19:00:00",24460,22.58,89.7,956.18,0.043,0.8,340.2,1150
"2025-08-09 20:00:00",24461,21.9,91.9,956.3533,0.443,0.9,260,1134
"2025-08-09 21:00:00",24462,21.26,96.6,956.6967,0.077,0.7,324.1,1143
"2025-08-09 22:00:00",24463,20.57,94.6,957,0.27,0.7,264,1183
"2025-08-09 23:00:00",24464,20.28,97,957.08,0.18,0.7,292.2,1152
"2025-08-10 00:00:00",24465,19.87,98.7,956.9833,0.257,0.9,304.2,1088
"2025-08-10 01:00:00",24466,19.52,99.4,956.53,0.113,0.7,300.8,1098
"2025-08-10 02:00:00",24467,18.89,100,955.8567,0,0.5,0,1141
"2025-08-10 03:00:00",24468,18.2,100,955.2466,0,0.5,0,1096
"2025-08-10 04:00:00",24469,18.05,100,954.8533,0.033,0.7,348.5,1110
"2025-08-10 05:00:00",24470,17.64,100,954.8533,0,0.6,355.9,1090
"2025-08-10 06:00:00",24471,17.29,100,955.1133,0,0.5,0,1114
"2025-08-10 07:00:00",24472,17.12,100,955.41,0.047,0.7,13.69,1167
"2025-08-10 08:00:00",24473,17.46,100,955.51,0.333,0.9,64.12,1176
"2025-08-10 09:00:00",24474,18.87,99.8,955.8134,0.543,0.9,87.8,1113
"2025-08-10 10:00:00",24475,21.52,91.5,955.87,0.613,1.1,88.3,1146
"2025-08-10 11:00:00",24476,23.45,81.7,955.6367,0.53,1.4,88.7,1177
"2025-08-10 12:00:00",24477,25.54,72.23,955.3234,0.583,1.4,92.6,1135
"2025-08-10 13:00:00",24478,26.84,63.81,955.0267,0.443,1.3,49.57,1118
"2025-08-10 14:00:00",24479,27.43,63.99,954.6067,0.68,2,344,1117
"2025-08-10 15:00:00",24480,27.84,63.48,954.43,0.597,2.5,355.7,1086
"2025-08-10 16:00:00",24481,28.02,64.15,954.3234,0.653,2.1,351.2,1165
"2025-08-10 17:00:00",24482,27.46,69.79,954.4133,0.48,1.7,331,1094
"2025-08-10 18:00:00",24483,27.18,70.26,954.5667,0.407,1,269.4,1131
"2025-08-10 19:00:00",24484,26.9,71.96,954.95,0.42,0.9,286.2,1125
"2025-08-10 20:00:00",24485,25.56,75.77,955.7567,0.443,1.5,287.8,1107
"2025-08-10 21:00:00",24486,24.56,77.14,956.3467,0.137,0.8,324,1066
"2025-08-10 22:00:00",24487,23.93,78.95,956.8766,0.347,0.8,268.2,1099
"2025-08-10 23:00:00",24488,23.07,82.6,956.94,0.18,0.8,299.1,1082
"2025-08-11 00:00:00",24489,22.31,87,957.2767,0.11,0.7,331.2,1160
"2025-08-11 01:00:00",24490,21.84,88.4,957.5,0.283,0.7,290.8,1077
"2025-08-11 02:00:00",24491,21.47,89.7,957.5466,0.27,0.7,288.1,1085
"2025-08-11 03:00:00",24492,21.11,91.7,957.4167,0.137,0.6,334.5,1133
"2025-08-11 04:00:00",24493,20.51,94.4,957.5233,0.02,0.6,351.3,1134
"2025-08-11 05:00:00",24494,20.29,96.7,957.5566,0,0.5,0,1098
"2025-08-11 06:00:00",24495,20.16,97.8,957.8367,0,0.5,0,1070
"2025-08-11 07:00:00",24496,20.02,99.3,958.07,0,0.6,0,1106
"2025-08-11 08:00:00",24497,20.43,97.7,958.27,0.08,0.5,340.6,1078
"2025-08-11 09:00:00",24498,21.13,96.2,958.47,0,0.5,353.8,1106
"2025-08-11 10:00:00",24499,22.24,93.1,958.5233,0.203,0.9,50.03,1100
"2025-08-11 11:00:00",24500,23.11,90.8,958.9833,0.067,0.8,25.71,1072
"2025-08-11 12:00:00",24501,24.08,87.9,959.05,0.083,0.7,359.2,1107
"2025-08-11 13:00:00",24502,24.16,88.4,958.85,0.06,0.8,5.156,1036
"2025-08-11 14:00:00",24503,24.3,88.8,958.7767,0.097,0.9,354.4,1052
"2025-08-11 15:00:00",24504,24.14,91.3,958.6667,0.147,0.9,19.47,1071
"2025-08-11 16:00:00",24505,24.37,90.2,958.2633,0.043,0.7,357.3,1064
"2025-08-11 17:00:00",24506,24.32,92.1,958.3033,0.05,0.8,1.974,1095
"2025-08-11 18:00:00",24507,23.74,93.8,958.32,0.02,1,1.857,1030
"2025-08-11 19:00:00",24508,23.5,95,958.4733,0,0.6,0,1167
"2025-08-11 20:00:00",24509,22.74,95.9,958.88,0.237,1,272.5,1089
"2025-08-11 21:00:00",24510,21.99,98.3,959.41,0.453,0.9,237.1,1085
"2025-08-11 22:00:00",24511,21.46,99.9,959.8766,0.313,0.9,255.3,1104
"2025-08-11 23:00:00",24512,21.3,99.9,959.93,0.427,0.9,266.1,1081
"2025-08-12 00:00:00",24513,21.11,100,960.1766,0.447,0.9,262.6,1071
"2025-08-12 01:00:00",24514,20.59,100,960.3834,0.047,0.7,348.6,1083
"2025-08-12 02:00:00",24515,20.49,100,960.7333,0.113,0.6,323.1,1055
"2025-08-12 03:00:00",24516,20.49,100,961.26,0.037,0.5,351.7,1080
"2025-08-12 04:00:00",24517,20.19,100,961.6133,0.143,0.9,337.5,1054
"2025-08-12 05:00:00",24518,20.12,100,961.9434,0.193,0.9,322.4,1002
"2025-08-12 06:00:00",24519,19.78,100,962.03,0.06,0.6,349.4,1095
"2025-08-12 07:00:00",24520,19.4,100,962.4567,0.02,0.5,0,1084
"2025-08-12 08:00:00",24521,19.54,100,962.7767,0.19,0.8,44.81,1072
"2025-08-12 09:00:00",24522,20.96,99.9,963.12,0.28,0.9,43.44,1103
"2025-08-12 10:00:00",24523,23.85,89.2,963.0767,0.553,1.5,60.27,1052
"2025-08-12 11:00:00",24524,25.22,81.4,963.3167,0.373,1.5,33.41,1065
"2025-08-12 12:00:00",24525,26.93,74.21,963.32,0.677,2.3,45.76,1077
"2025-08-12 13:00:00",24526,27.37,68.68,963.1367,0.583,1.8,298.1,1074
"2025-08-12 14:00:00",24527,27.94,64.72,963.0767,0.49,1.5,324.6,1083
"2025-08-12 15:00:00",24528,28.02,68.64,963.2267,0.55,1.6,315.8,1078
"2025-08-12 16:00:00",24529,27.96,67.76,963.1633,0.463,1.6,317.9,1060
"2025-08-12 17:00:00",24530,27.64,68.01,963.2534,0.417,1.3,313.7,1059
"2025-08-12 18:00:00",24531,26.63,69.99,963.48,0.46,1.3,283.4,1051
"2025-08-12 19:00:00",24532,25.74,72.71,963.8033,0.487,1,266.9,1057
"2025-08-12 20:00:00",24533,24.47,78.07,964.3267,0.537,1,256.6,1101
"2025-08-12 21:00:00",24534,23.68,80.7,965.0133,0.493,1.2,215.5,1012
"2025-08-12 22:00:00",24535,23.24,83,965.4233,0.63,1.4,266.3,1045
"2025-08-12 23:00:00",24536,23.21,83.5,965.3533,0.513,1.1,242.9,1041
"2025-08-13 00:00:00",24537,22.28,88.6,965.1767,0.37,1,284,1105
"2025-08-13 01:00:00",24538,22.67,86,965.37,0.477,1.3,240.8,1048
"2025-08-13 02:00:00",24539,22.36,89,965.71,0.087,0.9,339.6,1080
"2025-08-13 03:00:00",24540,22.39,90,965.5267,0.097,0.7,343.5,1030
"2025-08-13 04:00:00",24541,22.16,93.5,965.6766,0.02,0.9,357.1,1066
"2025-08-13 05:00:00",24542,21.34,99.7,965.6166,0.357,1.3,288.1,1011
"2025-08-13 06:00:00",24543,21.17,100,965.7633,0.213,0.9,313,1029
"2025-08-13 07:00:00",24544,21.13,100,966.3867,0.14,0.9,351.5,1018
"2025-08-13 08:00:00",24545,21.24,100,966.7767,0.11,1,358.1,1017
"2025-08-13 09:00:00",24546,21.2,100,967.2267,0.2,1.3,1.143,996
"2025-08-13 10:00:00",24547,20.81,100,967.3567,0.183,0.9,359.5,1008
"2025-08-13 11:00:00",24548,20.76,100,967.2067,0.043,0.8,1.344,960
"2025-08-13 12:00:00",24549,20.7,100,966.3567,0.013,0.6,6.626,1052
"2025-08-13 13:00:00",24550,20.94,100,965.6433,0.04,1.2,356,903
"2025-08-13 14:00:00",24551,21.97,100,965.49,0.33,1.2,341,1013
"2025-08-13 15:00:00",24552,22.84,100,965.3633,0.093,1.2,6.017,959
