"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-10-13 07:00:00",17248,9.37,99.3,975.3367,0.18,0.7,307.8,964
"2024-10-13 08:00:00",17249,9.64,98.9,975.6433,0,0.6,0,998
"2024-10-13 09:00:00",17250,10.71,96.3,975.9067,0,0.6,6.286,980
"2024-10-13 10:00:00",17251,12.58,88.8,975.8433,0.15,0.7,47.96,1030
"2024-10-13 11:00:00",17252,15.13,80.9,975.7534,0,0.7,7.812,1024
"2024-10-13 12:00:00",17253,17.63,72.2,975.4867,0.05,0.7,345.1,1018
"2024-10-13 13:00:00",17254,19.14,65.09,974.8933,0.317,1.2,358.8,1023
"2024-10-13 14:00:00",17255,19.06,66.45,974.2867,0.12,0.8,343.3,978
"2024-10-13 15:00:00",17256,18.93,66.09,973.9933,0.077,1,345.9,1026
"2024-10-13 16:00:00",17257,18.41,70.21,974.0867,0.113,0.7,293.8,1028
"2024-10-13 17:00:00",17258,17.77,77.74,974,0.473,1,252.6,1012
"2024-10-13 18:00:00",17259,16.73,79.16,974.1533,0.323,1,268,940
"2024-10-13 19:00:00",17260,16.18,81.2,974.2733,0.337,0.8,287.4,1010
"2024-10-13 20:00:00",17261,15.75,80.5,974.3467,0.173,1,308.6,965
"2024-10-13 21:00:00",17262,16.61,76.85,974.5933,0.647,1.1,259,965
"2024-10-13 22:00:00",17263,15.8,82,974.7,0.18,0.9,333,971
"2024-10-13 23:00:00",17264,15.38,83.1,974.5034,0.31,1,313.3,955
"2024-10-14 00:00:00",17265,15.41,79.91,974.33,0.353,0.9,289.4,1056
"2024-10-14 01:00:00",17266,14.94,81,973.9167,0.213,0.9,308.8,1039
"2024-10-14 02:00:00",17267,14.19,84.5,974.1633,0.127,0.8,356,1035
"2024-10-14 03:00:00",17268,14.08,84.6,973.6767,0.267,0.9,311.3,1030
"2024-10-14 04:00:00",17269,14.07,83.2,973.1133,0.233,0.9,293.8,996
"2024-10-14 05:00:00",17270,13.62,86.5,972.7733,0.087,0.7,346.3,984
"2024-10-14 06:00:00",17271,13.33,88.6,972.64,0,0.7,356.1,950
"2024-10-14 07:00:00",17272,13.45,87.5,972.64,0.04,0.8,341.3,956
"2024-10-14 08:00:00",17273,13.46,89.6,972.6967,0.01,0.7,353.7,1000
"2024-10-14 09:00:00",17274,13.98,89.2,972.7967,0.08,0.8,346,988
"2024-10-14 10:00:00",17275,14.03,92.6,972.45,0.187,1.6,5.275,969
"2024-10-14 11:00:00",17276,15.67,86.3,972.1967,0.21,1.1,321,1033
"2024-10-14 12:00:00",17277,15.62,88.1,971.95,0,0.8,5.438,984
"2024-10-14 13:00:00",17278,16.52,88,971.3066,0.113,0.7,9.71,1059
"2024-10-14 14:00:00",17279,17.09,87.6,970.5067,0.087,0.9,20.16,1058
"2024-10-14 15:00:00",17280,17.38,85.5,970.22,0.113,0.7,17.82,967
"2024-10-14 16:00:00",17281,16.95,86.5,970.0034,0.03,0.7,10.48,1045
"2024-10-14 17:00:00",17282,16.96,89.3,969.78,0,0.7,0,1017
"2024-10-14 18:00:00",17283,16.72,90.4,969.6766,0.187,0.7,286.2,1013
"2024-10-14 19:00:00",17284,16.45,90.8,969.6433,0.58,1,260.2,1019
"2024-10-14 20:00:00",17285,16.19,89.2,969.8533,0.537,1,254.2,983
"2024-10-14 21:00:00",17286,15.83,88.9,970.0634,0.637,1.2,250.5,1047
"2024-10-14 22:00:00",17287,15.83,87.6,969.9767,0.483,1.2,239.6,1072
"2024-10-14 23:00:00",17288,15.34,89.7,969.4133,0.393,1.2,278.8,982
"2024-10-15 00:00:00",17289,14.71,92,969.0767,0.213,0.9,303.8,1003
"2024-10-15 01:00:00",17290,14.19,93.9,968.8134,0.19,0.8,316.9,1069
"2024-10-15 02:00:00",17291,14.23,93.8,968.7867,0.273,1.1,318.1,1050
"2024-10-15 03:00:00",17292,14.15,94.1,968.38,0.01,0.7,349,996
"2024-10-15 04:00:00",17293,13.99,97.3,968.0867,0,0.6,0,1007
"2024-10-15 05:00:00",17294,13.76,100,967.9267,0,0.6,0,975
"2024-10-15 06:00:00",17295,13.9,100,967.9233,0.04,0.8,346.3,1005
"2024-10-15 07:00:00",17296,13.64,100,967.93,0,0.5,0,1036
"2024-10-15 08:00:00",17297,13.7,100,967.9933,0,0.7,0,1032
"2024-10-15 09:00:00",17298,14.11,100,968.44,0,0.6,0,1047
"2024-10-15 10:00:00",17299,15.06,100,968.84,0.067,0.7,30.63,995
"2024-10-15 11:00:00",17300,15.36,100,968.8667,0,0.6,0,981
"2024-10-15 12:00:00",17301,15.81,100,968.7233,0.09,0.8,5.174,1026
"2024-10-15 13:00:00",17302,16.15,100,968.56,0,0.8,1.108,1035
"2024-10-15 14:00:00",17303,16.55,100,968.37,0.11,0.9,9.25,1063
"2024-10-15 15:00:00",17304,16.89,100,968.2733,0.047,0.9,0,994
"2024-10-15 16:00:00",17305,16.89,100,968.4567,0.02,0.7,1.899,1045
"2024-10-15 17:00:00",17306,16.99,100,968.6833,0,0.7,0,1012
"2024-10-15 18:00:00",17307,16.78,100,969.1234,0.02,0.8,358.1,1008
"2024-10-15 19:00:00",17308,16.55,100,969.6367,0.077,1,0,1046
"2024-10-15 20:00:00",17309,16.33,100,970.3066,0.22,0.7,290.5,1026
"2024-10-15 21:00:00",17310,15.98,100,970.8367,0.5,1.1,242.5,1042
"2024-10-15 22:00:00",17311,15.52,100,970.98,0.543,1,248.9,1036
"2024-10-15 23:00:00",17312,14.91,100,971.2233,0.27,0.9,293.9,935
"2024-10-16 00:00:00",17313,14.7,100,971.4267,0.14,0.6,288.1,1029
"2024-10-16 01:00:00",17314,14.49,100,971.6234,0.067,0.6,333.5,909
"2024-10-16 02:00:00",17315,14.2,100,972.0933,0.01,0.5,0.444,961
"2024-10-16 03:00:00",17316,14.28,100,972.43,0.01,0.5,351.6,994
"2024-10-16 04:00:00",17317,14.26,100,972.54,0,0.6,0,1021
"2024-10-16 05:00:00",17318,14.14,100,972.7,0,0.6,0,1054
"2024-10-16 06:00:00",17319,13.92,100,973.09,0.103,0.8,21.19,1074
"2024-10-16 07:00:00",17320,13.73,100,973.3333,0.167,0.8,16,967
"2024-10-16 08:00:00",17321,13.48,100,974.02,0.347,1.3,85.7,1053
"2024-10-16 09:00:00",17322,13.43,100,974.5333,0.393,1,15.81,1030
"2024-10-16 10:00:00",17323,13.42,100,974.9467,0.277,1,1.107,1046
"2024-10-16 11:00:00",17324,14.63,96.9,974.8667,0.31,1.1,352.8,1007
"2024-10-16 12:00:00",17325,16.81,87,974.4233,0.33,1.5,347.8,986
"2024-10-16 13:00:00",17326,18.53,80.4,973.5833,0.463,1.3,336.9,1088
"2024-10-16 14:00:00",17327,19.46,65.73,973.0067,0.59,1.8,247.3,1024
"2024-10-16 15:00:00",17328,19.21,60.89,972.6333,0.583,1.8,273.1,1067
"2024-10-16 16:00:00",17329,18.85,68.18,972.8267,0.51,1.4,259.1,1037
"2024-10-16 17:00:00",17330,18.42,73.98,973.04,0.583,1.2,250.3,1029
"2024-10-16 18:00:00",17331,17.86,71.55,973.0933,0.58,1.3,250,1074
"2024-10-16 19:00:00",17332,16.43,76.11,973.5267,0.563,1.5,278.7,1061
"2024-10-16 20:00:00",17333,15.71,76.49,974.0667,0.803,1.5,254.2,1017
"2024-10-16 21:00:00",17334,15.12,76.51,974.3734,0.227,0.8,280.5,1043
"2024-10-16 22:00:00",17335,14.46,79.37,974.78,0.28,0.8,298.5,1030
"2024-10-16 23:00:00",17336,14.03,80,974.7667,0.36,0.8,281.3,1010
"2024-10-17 00:00:00",17337,13.5,83.9,974.49,0.03,0.6,341.7,993
"2024-10-17 01:00:00",17338,12.81,88.4,974.23,0.107,0.6,335,1011
"2024-10-17 02:00:00",17339,12.41,91,974.4633,0,0.5,0,1013
"2024-10-17 03:00:00",17340,11.76,94.8,974.6234,0,0.5,356.1,1021
"2024-10-17 04:00:00",17341,11.8,95.3,974.2466,0.023,0.6,351.4,1088
"2024-10-17 05:00:00",17342,11.69,97.7,974.3433,0,0.5,0,1020
"2024-10-17 06:00:00",17343,11.45,99.7,974.4033,0,0.5,0,982
"2024-10-17 07:00:00",17344,11.2,100,974.4,0,0.5,0,1029
"2024-10-17 08:00:00",17345,11.16,100,974.9333,0,0.5,358.1,1034
"2024-10-17 09:00:00",17346,11.47,100,975.29,0.01,0.6,0,1051
"2024-10-17 10:00:00",17347,12.8,98.5,975.3967,0.117,0.9,21.01,1044
"2024-10-17 11:00:00",17348,15.71,90.4,975.3033,0.37,0.9,81.6,995
"2024-10-17 12:00:00",17349,16.98,87.3,974.8967,0,0.8,2.847,1021
"2024-10-17 13:00:00",17350,18.84,77.28,974.02,0.163,1.1,5.724,1094
"2024-10-17 14:00:00",17351,19.44,75.44,973.4867,0.38,1.9,353.1,994
"2024-10-17 15:00:00",17352,19.73,75.54,973.1967,0.45,1.3,316.1,1007
"2024-10-17 16:00:00",17353,19.59,78.06,972.8367,0.463,1.2,266.7,968
"2024-10-17 17:00:00",17354,19.34,78.32,972.6067,0.587,1.2,256.9,1047
"2024-10-17 18:00:00",17355,18.64,80.3,972.4733,0.487,0.9,259.2,1008
"2024-10-17 19:00:00",17356,17.67,84.3,972.2567,0.413,0.9,276,1024
"2024-10-17 20:00:00",17357,16.62,90,972.0367,0.163,0.8,318.4,1036
"2024-10-17 21:00:00",17358,16.87,88.1,972.23,0.883,2.1,249.8,1034
"2024-10-17 22:00:00",17359,16.38,89.9,972.4667,0.71,1.8,228.3,1032
"2024-10-17 23:00:00",17360,15.23,94.9,972.54,0.363,1.5,298.4,984
"2024-10-18 00:00:00",17361,14.39,98.2,972.4966,0.01,0.8,0,1051
"2024-10-18 01:00:00",17362,14.51,97.5,972.1633,0.193,1,295.3,1024
"2024-10-18 02:00:00",17363,15.19,91.5,971.86,0.593,1.3,249.1,1047
"2024-10-18 03:00:00",17364,14.5,94.5,971.2633,0.283,1.2,330.2,1079
"2024-10-18 04:00:00",17365,14.28,93.6,971.0034,0.4,1.3,295.2,1029
"2024-10-18 05:00:00",17366,14.19,93.9,970.6766,0.237,1.1,330,1028
"2024-10-18 06:00:00",17367,13.59,96.9,970.3967,0,0.8,358,1068
"2024-10-18 07:00:00",17368,13.48,96.5,969.9467,0,0.7,346.9,1036
"2024-10-18 08:00:00",17369,13.46,96.6,969.9233,0.053,0.8,1.987,1056
"2024-10-18 09:00:00",17370,13.97,95.3,969.8234,0,0.6,0,1074
"2024-10-18 10:00:00",17371,14.69,94.1,969.3333,0.12,1,10.18,1054
"2024-10-18 11:00:00",17372,15.09,93.2,968.93,0.13,0.9,48.07,1113
"2024-10-18 12:00:00",17373,15.07,91,967.6067,0.047,0.8,6.864,1090
"2024-10-18 13:00:00",17374,15.63,93.5,965.95,0.087,0.8,6.588,1063
"2024-10-18 14:00:00",17375,14.47,99.8,964.91,0.197,1,14.97,1063
"2024-10-18 15:00:00",17376,14.23,100,963.9867,0.597,1.7,62.44,990
"2024-10-18 16:00:00",17377,14.2,100,962.7867,0.457,1.8,28.17,1019
"2024-10-18 17:00:00",17378,14.5,100,961.7466,0.617,3.5,11.83,1039
"2024-10-18 18:00:00",17379,14.77,100,962.4267,0.51,3.5,66.41,1054
"2024-10-18 19:00:00",17380,14.72,100,962.2567,0.06,0.8,351.3,1026
"2024-10-18 20:00:00",17381,14.77,100,962.5133,0.02,0.6,3.821,1068
"2024-10-18 21:00:00",17382,14.71,100,962.7033,0,0.6,0,1004
"2024-10-18 22:00:00",17383,14.69,100,962.69,0,0.7,3.188,1051
"2024-10-18 23:00:00",17384,14.74,100,962.6666,0.023,0.6,0,1022
"2024-10-19 00:00:00",17385,14.62,100,962.3933,0.113,0.7,41.88,990
"2024-10-19 01:00:00",17386,14.63,100,961.9067,0.09,0.9,16.64,1052
"2024-10-19 02:00:00",17387,14.63,100,961.8666,0.533,1.7,14.9,1048
"2024-10-19 03:00:00",17388,14.63,100,962.1033,0.323,1.2,36.16,1026
"2024-10-19 04:00:00",17389,14.68,100,962.2667,0.033,0.8,11.1,984
"2024-10-19 05:00:00",17390,14.73,100,962.7667,0.17,1.4,20,982
"2024-10-19 06:00:00",17391,14.57,100,963.2667,0.133,0.9,9.43,1011
"2024-10-19 07:00:00",17392,14.16,100,964.0367,0.617,1.9,103.5,1058
"2024-10-19 08:00:00",17393,13.66,100,965.0967,0.733,2,116.7,1051
"2024-10-19 09:00:00",17394,13.62,100,966.2333,0.637,2.1,33.31,974
"2024-10-19 10:00:00",17395,13.82,100,966.9833,0.827,2.2,354.5,1061
"2024-10-19 11:00:00",17396,14.12,100,967.6467,0.703,2.5,7.022,961
"2024-10-19 12:00:00",17397,14.2,99.6,968.3867,1.213,5.6,355.9,995
"2024-10-19 13:00:00",17398,14.84,84.9,969.0034,1.23,4.5,357.1,1011
"2024-10-19 14:00:00",17399,14.65,78.47,969.3967,1.287,4.2,357.5,1034
"2024-10-19 15:00:00",17400,14.15,75.81,970.49,1.277,4.5,356.5,995
"2024-10-19 16:00:00",17401,12.96,76.92,971.56,1.18,4,10.88,998
"2024-10-19 17:00:00",17402,12,77.29,972.92,1.05,3.8,14.49,1017
"2024-10-19 18:00:00",17403,10.95,80,974.2,0.863,4,15.51,942
"2024-10-19 19:00:00",17404,10.29,79.91,975.5566,0.943,3.6,33.54,1032
"2024-10-19 20:00:00",17405,9.9,79.08,976.8167,0.83,2.7,7.978,953
"2024-10-19 21:00:00",17406,9.66,78,977.72,0.843,3,41.48,987
"2024-10-19 22:00:00",17407,9.14,78.81,978.4533,0.92,3.3,30.13,1022
"2024-10-19 23:00:00",17408,8.82,79.24,978.9567,0.89,3.3,37.7,997
"2024-10-20 00:00:00",17409,8.71,77.56,979.24,0.977,3.7,80.3,962
"2024-10-20 01:00:00",17410,8.53,78.33,979.82,0.84,3.7,28.44,999
"2024-10-20 02:00:00",17411,8.68,77.16,980.37,0.82,3.7,65.53,962
"2024-10-20 03:00:00",17412,8.36,78.04,980.6567,0.73,2.4,82.9,945
"2024-10-20 04:00:00",17413,8.02,78.95,980.69,0.59,1.8,26.2,986
"2024-10-20 05:00:00",17414,7.747,77.79,981.0867,0.617,3,7.728,982
"2024-10-20 06:00:00",17415,7.19,79.67,981.41,0.59,2.2,6.022,905
"2024-10-20 07:00:00",17416,7,77.16,981.84,0.59,2.4,121.4,965
"2024-10-20 08:00:00",17417,7.127,74.27,982.2633,0.543,2.3,5.869,1001
"2024-10-20 09:00:00",17418,8.5,68.76,982.7567,0.72,2.6,42.07,949
"2024-10-20 10:00:00",17419,9.36,67.35,983.3967,0.67,2.5,21.81,918
"2024-10-20 11:00:00",17420,9.73,67.43,983.1767,0.737,2.3,31.2,927
"2024-10-20 12:00:00",17421,10.8,60.53,982.81,1.043,4,105.3,897
"2024-10-20 13:00:00",17422,11.19,59.44,982.0667,0.933,3.5,25.37,978
"2024-10-20 14:00:00",17423,11.45,58.59,981.55,0.97,3.3,20.37,991
"2024-10-20 15:00:00",17424,11.48,60.87,981.2867,0.603,2.1,352.7,1008
"2024-10-20 16:00:00",17425,10.54,64.69,981.3834,0.747,2,346.9,972
"2024-10-20 17:00:00",17426,10.28,65.9,981.1367,0.557,2.2,9.49,989
"2024-10-20 18:00:00",17427,9.42,68.38,980.64,0.367,1.5,359.3,998
"2024-10-20 19:00:00",17428,8.2,75.06,980.5034,0.337,0.8,284,933
"2024-10-20 20:00:00",17429,7.417,79.58,980.51,0.28,1,301.9,998
"2024-10-20 21:00:00",17430,6.9,82,980.4567,0.223,1,308.4,979
"2024-10-20 22:00:00",17431,6.37,86.1,980.5133,0.21,1,329.2,990
"2024-10-20 23:00:00",17432,6.28,85.5,980.1667,0.373,1,281.5,947
"2024-10-21 00:00:00",17433,5.727,88.2,979.4733,0.177,0.9,303.8,966
"2024-10-21 01:00:00",17434,5.217,90.8,978.9667,0.19,1,330.8,1003
"2024-10-21 02:00:00",17435,5.09,92,978.5167,0.083,0.8,342.7,978
"2024-10-21 03:00:00",17436,4.753,93.8,978.1433,0.2,0.9,306.5,907
"2024-10-21 04:00:00",17437,4.413,95.7,978.2567,0.087,0.8,356.1,936
"2024-10-21 05:00:00",17438,4.75,95.6,978.04,0.077,0.7,340.5,1025
"2024-10-21 06:00:00",17439,5.16,94,977.0933,0.12,1.1,342.9,991
"2024-10-21 07:00:00",17440,4.867,96.8,976.64,0,0.7,355.9,1044
"2024-10-21 08:00:00",17441,5.603,94.9,976.63,0.033,0.8,1.992,1061
"2024-10-21 09:00:00",17442,6.777,92.7,976.78,0.17,0.9,354.7,984
"2024-10-21 10:00:00",17443,8.99,88.2,976.3933,0.227,1.2,13.14,1045
"2024-10-21 11:00:00",17444,9.1,88.4,976.6367,0.147,1.2,20.04,971
"2024-10-21 12:00:00",17445,10.77,82.1,975.9567,0.097,0.8,33,947
"2024-10-21 13:00:00",17446,12.75,78.75,975.08,0.3,0.9,95,958
"2024-10-21 14:00:00",17447,14.32,75.65,974.3567,0.177,0.8,359.4,990
"2024-10-21 15:00:00",17448,15.57,75.28,973.8433,0.31,1.5,354,1026
"2024-10-21 16:00:00",17449,15.72,75.93,973.7233,0.12,1.2,0,974
"2024-10-21 17:00:00",17450,15.28,79.35,973.3766,0.29,0.9,273.2,1024
"2024-10-21 18:00:00",17451,14.32,83,973.26,0.503,1.1,258.3,1013
"2024-10-21 19:00:00",17452,13.69,86.2,973.5067,0.317,0.8,269.5,966
"2024-10-21 20:00:00",17453,13.52,87.5,973.9966,0.13,0.8,313.9,983
"2024-10-21 21:00:00",17454,13.67,84.6,973.8734,0.223,0.8,315.6,1014
"2024-10-21 22:00:00",17455,13.48,86.4,973.8933,0.067,0.6,323.7,994
"2024-10-21 23:00:00",17456,13.1,89.6,973.8066,0.033,0.7,351.7,1018
"2024-10-22 00:00:00",17457,13.15,89.5,973.57,0.243,0.8,296.3,998
"2024-10-22 01:00:00",17458,12.18,97.2,972.7567,0.313,0.9,287.1,1039
"2024-10-22 02:00:00",17459,11.7,100,972.22,0.22,1,347.8,1031
"2024-10-22 03:00:00",17460,12,99.8,972.1367,0.063,0.8,351.2,986
"2024-10-22 04:00:00",17461,11.8,100,971.6467,0.147,0.7,327.5,1029
"2024-10-22 05:00:00",17462,11.77,100,970.9966,0.047,0.6,346.4,1035
"2024-10-22 06:00:00",17463,11.82,100,970.3567,0.143,0.9,324.2,1021
"2024-10-22 07:00:00",17464,11.95,100,969.8633,0,0.8,355.9,1018
"2024-10-22 08:00:00",17465,12,100,969.88,0,0.6,0,963
"2024-10-22 09:00:00",17466,12.26,100,969.8233,0,0.6,0,1032
"2024-10-22 10:00:00",17467,12.2,100,969.31,0.133,0.9,34.18,988
"2024-10-22 11:00:00",17468,12.31,100,968.07,0.163,1.1,51,999
"2024-10-22 12:00:00",17469,12.54,100,967.2067,0.187,0.9,56.51,1049
"2024-10-22 13:00:00",17470,12.52,100,966.48,0.243,0.8,62.89,971
"2024-10-22 14:00:00",17471,12.55,100,965.3267,0.12,0.9,36.6,1004
"2024-10-22 15:00:00",17472,12.64,100,964.48,0.2,1.2,60.63,1028
"2024-10-22 16:00:00",17473,12.8,100,963.7,0,0.8,0,992
"2024-10-22 17:00:00",17474,12.94,100,963.45,0.157,0.9,358.4,977
"2024-10-22 18:00:00",17475,12.98,100,962.9633,0.023,0.9,0.653,968
"2024-10-22 19:00:00",17476,12.86,100,962.2933,0,0.6,0,1007
"2024-10-22 20:00:00",17477,12.83,100,962.1234,0.063,0.7,13.5,1049
"2024-10-22 21:00:00",17478,13.08,100,961.8867,0.033,0.8,355.8,1044
"2024-10-22 22:00:00",17479,13.39,100,961.53,0.13,0.9,331.2,1025
"2024-10-22 23:00:00",17480,13.68,100,960.9633,0.077,1,356.7,1000
"2024-10-23 00:00:00",17481,13.9,100,960.2233,0.02,0.9,0,1053
"2024-10-23 01:00:00",17482,14.16,100,959.7433,0.473,2.1,32.35,1022
"2024-10-23 02:00:00",17483,13.35,100,959.99,0.877,3.1,70.5,1005
"2024-10-23 03:00:00",17484,12.36,100,960.4,1.03,3.2,48.23,1044
"2024-10-23 04:00:00",17485,11.69,100,960.6667,0.61,2.3,60.94,1061
"2024-10-23 05:00:00",17486,10.91,100,960.3067,0.663,2.2,49.54,1016
"2024-10-23 06:00:00",17487,10.03,100,960.4067,0.737,4.4,49.24,1076
"2024-10-23 07:00:00",17488,9.26,100,960.92,0.823,3.4,76.8,1072
"2024-10-23 08:00:00",17489,8.68,100,961.7,0.743,2.5,64.11,1069
"2024-10-23 09:00:00",17490,8.3,100,962.8567,0.793,3,46.89,1025
"2024-10-23 10:00:00",17491,8.23,99.9,963.7733,0.587,3,38.5,1059
"2024-10-23 11:00:00",17492,8.39,99.8,964.5267,0.54,2.5,43.27,1028
"2024-10-23 12:00:00",17493,9.04,94.4,964.8233,0.803,3.7,58.98,1024
"2024-10-23 13:00:00",17494,10.05,89.9,964.9067,0.717,2.6,68.46,1097
"2024-10-23 14:00:00",17495,11.14,79.12,964.73,1.02,3.6,66.89,1084
"2024-10-23 15:00:00",17496,11.58,81.1,965.22,0.777,2.9,99.2,1047
"2024-10-23 16:00:00",17497,11.76,79.97,966.1733,0.733,2.5,52.91,1064
"2024-10-23 17:00:00",17498,10.98,84.9,967.11,0.52,2.5,18.25,1020
"2024-10-23 18:00:00",17499,10.37,88,967.7567,0.447,1.7,329.5,1042
"2024-10-23 19:00:00",17500,9.99,88.8,968.4733,0.39,1.2,272.8,983
"2024-10-23 20:00:00",17501,9.65,90.1,968.7733,0.403,1,262.8,1028
"2024-10-23 21:00:00",17502,9.4,92.1,969.2433,0.207,1.1,331.7,990
"2024-10-23 22:00:00",17503,9.32,90,969.71,0.347,1.3,286.8,992
"2024-10-23 23:00:00",17504,9.01,89.3,970.03,0.407,0.9,264.8,1035
"2024-10-24 00:00:00",17505,8.41,89.3,970.1833,0.49,1,250.1,1064
"2024-10-24 01:00:00",17506,7.917,94.8,970.4567,0.537,1,275.2,1000
"2024-10-24 02:00:00",17507,7.513,95.9,970.9,0.31,1,259.3,1079
"2024-10-24 03:00:00",17508,6.83,96.3,970.8567,0.293,1,277,991
"2024-10-24 04:00:00",17509,6.41,98,970.61,0.047,0.7,331.9,1003
"2024-10-24 05:00:00",17510,5.887,99.3,970.83,0.047,0.6,340.4,978
"2024-10-24 06:00:00",17511,5.51,99.8,971.1467,0.1,0.9,324.5,1041
"2024-10-24 07:00:00",17512,5.167,100,971.35,0.057,0.7,342.4,1084
"2024-10-24 08:00:00",17513,4.123,100,971.9233,0.013,0.7,17.18,983
"2024-10-24 09:00:00",17514,4.793,100,972.6234,0.207,0.9,51.91,949
"2024-10-24 10:00:00",17515,5.687,100,973.06,0.447,1.1,54.75,1023
"2024-10-24 11:00:00",17516,6.683,100,973.1866,0.557,1,83.1,981
"2024-10-24 12:00:00",17517,8.92,92.8,973.1467,0.48,1.3,59.59,1029
"2024-10-24 13:00:00",17518,11.35,71.34,972.5333,0.483,2.2,49.81,1014
"2024-10-24 14:00:00",17519,12.39,67.58,971.88,0.547,2.2,98.1,979
"2024-10-24 15:00:00",17520,12.74,66.87,971.4867,0.457,2.1,347.5,1031
"2024-10-24 16:00:00",17521,12.79,65.82,971.8134,0.463,1.4,244.1,1039
"2024-10-24 17:00:00",17522,12.74,63.61,972.1167,0.507,1.1,254.9,1049
"2024-10-24 18:00:00",17523,12.2,71.49,972.4133,0.837,1.4,248.9,969
"2024-10-24 19:00:00",17524,10.9,77.2,973.06,0.503,1.2,264.6,980
"2024-10-24 20:00:00",17525,10.35,78.86,973.5,0.4,0.8,270.9,1038
"2024-10-24 21:00:00",17526,9.88,81.2,973.9033,0.387,0.8,264.7,1027
"2024-10-24 22:00:00",17527,9.59,84.3,974.6,0.37,0.8,285.1,988
"2024-10-24 23:00:00",17528,8.82,89,974.99,0.03,0.7,346.4,992
"2024-10-25 00:00:00",17529,7.853,92.4,975.39,0.36,0.8,290.5,989
"2024-10-25 01:00:00",17530,7.597,93.7,975.7167,0.107,0.8,330.9,962
"2024-10-25 02:00:00",17531,7.2,94.5,975.9067,0.24,0.7,294.9,1040
"2024-10-25 03:00:00",17532,6.643,96.3,975.8033,0,0.6,329.4,992
"2024-10-25 04:00:00",17533,6.373,96.5,975.84,0.137,0.6,326.9,1005
"2024-10-25 05:00:00",17534,5.663,98.4,976.1166,0.047,0.8,344.1,947
"2024-10-25 06:00:00",17535,5.217,97.6,976.5733,0.127,0.7,324.2,1002
"2024-10-25 07:00:00",17536,4.773,97.7,976.5533,0.16,0.8,320.9,1016
"2024-10-25 08:00:00",17537,4.96,94.5,976.62,0.137,1,341,1019
"2024-10-25 09:00:00",17538,6.52,91,977.1367,0.093,0.9,6.308,1016
"2024-10-25 10:00:00",17539,8.61,84.8,977.1333,0.21,1.1,65.51,993
"2024-10-25 11:00:00",17540,11.06,75.88,977.2233,0.153,0.9,59.72,980
"2024-10-25 12:00:00",17541,13.91,66.02,976.8867,0.227,0.9,72.61,991
"2024-10-25 13:00:00",17542,16.12,60.94,976.14,0.06,0.8,348.2,964
"2024-10-25 14:00:00",17543,17.12,58.37,975.1266,0.29,1.1,282.8,1030
"2024-10-25 15:00:00",17544,17.48,61.53,974.7667,0.383,1.2,278.1,990
"2024-10-25 16:00:00",17545,17.45,60.87,974.7567,0.55,1.2,252.8,1037
"2024-10-25 17:00:00",17546,16.61,66.57,975.1133,0.637,1.1,256,982
"2024-10-25 18:00:00",17547,15.35,71.28,975.5767,0.79,1.2,250.5,945
"2024-10-25 19:00:00",17548,14.23,72.73,975.7,0.57,1.2,263.7,969
"2024-10-25 20:00:00",17549,13.85,72,975.56,0.46,1,269.3,1036
"2024-10-25 21:00:00",17550,13.48,73.1,975.0967,0.38,0.9,285.8,972
"2024-10-25 22:00:00",17551,12.75,76.85,975.18,0.113,0.8,317.8,1027
"2024-10-25 23:00:00",17552,12.51,78.78,975.2533,0.247,0.8,316.5,1074
"2024-10-26 00:00:00",17553,12.26,83.4,975.02,0.12,0.7,321.7,996
"2024-10-26 01:00:00",17554,11.83,88.2,975.0933,0.1,0.8,346.2,1019
"2024-10-26 02:00:00",17555,11.06,91.9,975.1433,0.073,0.8,337.6,1007
"2024-10-26 03:00:00",17556,10.64,93.1,974.7867,0.143,0.7,323.2,1016
"2024-10-26 04:00:00",17557,10.54,93.5,974.4434,0.167,0.7,324.3,966
"2024-10-26 05:00:00",17558,9.82,96.5,974.35,0.013,0.5,355.9,1001
"2024-10-26 06:00:00",17559,9.67,97.8,974.1934,0.257,0.9,305.5,1004
"2024-10-26 07:00:00",17560,9.37,98.6,974.2567,0,0.5,0,1020
"2024-10-26 08:00:00",17561,9.04,99.8,974.4033,0,0.5,0,1055
"2024-10-26 09:00:00",17562,9.57,98.7,974.43,0,0.5,1.853,996
"2024-10-26 10:00:00",17563,11.51,91.5,973.91,0.13,0.9,29.61,1022
"2024-10-26 11:00:00",17564,14.17,79.05,973.24,0.097,0.8,33.52,1017
"2024-10-26 12:00:00",17565,16.55,69.14,972.7633,0.15,0.8,3.592,980
"2024-10-26 13:00:00",17566,18.25,62.25,972.0433,0.48,1.3,1.552,1045
"2024-10-26 14:00:00",17567,18.87,61.27,970.95,0.503,1.3,212.8,1046
"2024-10-26 15:00:00",17568,19.42,61.08,970.15,0.617,1.5,248.5,1001
