"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2023-09-08 04:00:00",7621,15.4,93.9,966.9966,0.163,0.7,306.5,1086
"2023-09-08 05:00:00",7622,14.64,97.3,967.0233,0.033,0.6,356.1,1047
"2023-09-08 06:00:00",7623,14.31,98.3,967.0367,0.117,0.8,339,1107
"2023-09-08 07:00:00",7624,14.75,96.3,967.0867,0.09,0.8,343.2,1119
"2023-09-08 08:00:00",7625,15.78,94.7,967.17,0.09,1.1,0.703,1118
"2023-09-08 09:00:00",7626,17.1,91.3,967.02,0.357,0.9,74.54,1105
"2023-09-08 10:00:00",7627,19.44,82.9,966.9567,0.493,1.1,81.7,1098
"2023-09-08 11:00:00",7628,21.69,72.21,966.7133,0.417,1,39.38,1139
"2023-09-08 12:00:00",7629,23.57,63.24,966.0767,0.497,1.5,56.03,1093
"2023-09-08 13:00:00",7630,24.21,59.17,965.3633,0.447,1.5,15,1131
"2023-09-08 14:00:00",7631,24.71,60.33,964.8167,0.553,1.8,4.784,1121
"2023-09-08 15:00:00",7632,24.82,60.07,964.1833,0.273,1.4,337.5,1138
"2023-09-08 16:00:00",7633,25.14,59.27,963.7067,0.49,1.2,255.2,1126
"2023-09-08 17:00:00",7634,24.34,63.71,963.5566,0.597,1.2,248.6,1132
"2023-09-08 18:00:00",7635,23.84,67.93,963.5034,0.573,1.2,245.8,1186
"2023-09-08 19:00:00",7636,23.04,69.77,963.44,0.62,1.4,241.3,1119
"2023-09-08 20:00:00",7637,21.84,74.09,963.5134,0.507,1.4,264.5,1167
"2023-09-08 21:00:00",7638,21.15,75.69,963.9167,0.397,1,257.7,1131
"2023-09-08 22:00:00",7639,20.75,76.22,963.91,0.173,0.7,289.7,1129
"2023-09-08 23:00:00",7640,20.12,80.1,963.8233,0.023,0.6,353.7,1119
"2023-09-09 00:00:00",7641,19.43,83.6,963.7466,0.167,0.7,309.2,1116
"2023-09-09 01:00:00",7642,18.57,88.4,963.4467,0.03,0.6,331.6,1120
"2023-09-09 02:00:00",7643,18.07,91.4,963.4067,0.083,0.5,330.1,1029
"2023-09-09 03:00:00",7644,17.33,95.1,963.5333,0,0.5,0,1089
"2023-09-09 04:00:00",7645,16.89,96.5,963.4567,0.037,0.6,344.2,1134
"2023-09-09 05:00:00",7646,16.58,96.6,963.5,0.01,0.6,333.3,1120
"2023-09-09 06:00:00",7647,16.08,97.8,963.76,0.09,0.7,339.5,1081
"2023-09-09 07:00:00",7648,16,98.2,963.96,0.077,0.7,343,1158
"2023-09-09 08:00:00",7649,16.91,95.6,964.1333,0.013,0.6,3.664,1199
"2023-09-09 09:00:00",7650,18.01,91.5,964.1733,0.213,0.7,73.28,1092
"2023-09-09 10:00:00",7651,20.23,83.7,964.0466,0.447,0.9,65.26,1078
"2023-09-09 11:00:00",7652,22.32,78.33,963.9367,0.407,1.1,76.4,1098
"2023-09-09 12:00:00",7653,24.34,69.5,963.7,0.517,1.3,72.85,1112
"2023-09-09 13:00:00",7654,25.04,63.39,963.24,0.547,1.4,66.25,1124
"2023-09-09 14:00:00",7655,25.79,57.96,962.6833,0.303,1.3,10.52,1202
"2023-09-09 15:00:00",7656,26.14,56.98,962.3367,0.337,1.4,307.7,1137
"2023-09-09 16:00:00",7657,26.39,58.37,962.02,0.473,1.4,335.6,1152
"2023-09-09 17:00:00",7658,25.41,62.74,961.8667,0.493,1.3,236.8,1086
"2023-09-09 18:00:00",7659,24.8,62.07,961.9966,0.82,1.3,249.6,1074
"2023-09-09 19:00:00",7660,23.89,70.1,962.0733,0.733,1.2,250.1,1124
"2023-09-09 20:00:00",7661,22.63,76.78,962.4233,0.423,0.8,275.9,1123
"2023-09-09 21:00:00",7662,22.32,75.98,962.9567,0.373,0.8,261.5,1111
"2023-09-09 22:00:00",7663,22.01,78.09,963.21,0.123,0.7,312.3,1101
"2023-09-09 23:00:00",7664,21.2,82.7,963.31,0,0.7,355.9,1073
"2023-09-10 00:00:00",7665,20.5,85.7,963.2634,0.24,0.7,299.8,1111
"2023-09-10 01:00:00",7666,19.98,88.3,963.1567,0.083,0.6,346.8,1077
"2023-09-10 02:00:00",7667,19.34,91.4,963.0433,0.063,0.6,349.2,1159
"2023-09-10 03:00:00",7668,19.1,92.9,962.8933,0.053,0.5,336.9,1126
"2023-09-10 04:00:00",7669,18.86,94.6,962.7267,0.047,0.6,343,1053
"2023-09-10 05:00:00",7670,18.29,97.1,962.8,0,0.7,353.6,1102
"2023-09-10 06:00:00",7671,17.92,98.8,962.8267,0,0.4,0,1080
"2023-09-10 07:00:00",7672,17.92,99.1,963.1567,0,0.4,0,1124
"2023-09-10 08:00:00",7673,17.9,99.7,963.4267,0,0.5,0,1070
"2023-09-10 09:00:00",7674,19.18,95.7,963.57,0.123,0.7,39.63,1083
"2023-09-10 10:00:00",7675,21.67,87.4,963.63,0.453,1,61.03,1066
"2023-09-10 11:00:00",7676,23.92,80.2,963.4333,0.303,1.2,40.46,1036
"2023-09-10 12:00:00",7677,24.9,76.09,962.8066,0.353,1.2,1.409,1048
"2023-09-10 13:00:00",7678,25.16,76.79,962.2433,0.2,1.4,16.73,1124
"2023-09-10 14:00:00",7679,26.19,69.55,961.7567,0.33,1.3,7.747,1106
"2023-09-10 15:00:00",7680,26.45,67.16,961.1633,0.427,2.2,357.5,1085
"2023-09-10 16:00:00",7681,26.67,65.53,960.93,0.46,1.3,277,1133
"2023-09-10 17:00:00",7682,25.61,70.66,960.95,0.543,1.4,263.8,1132
"2023-09-10 18:00:00",7683,24.99,71.84,961.14,0.45,1.1,232.2,1123
"2023-09-10 19:00:00",7684,24.1,75.91,961.38,0.55,1.4,200.2,1147
"2023-09-10 20:00:00",7685,23.24,80.2,961.87,0.367,1.2,255.1,1103
"2023-09-10 21:00:00",7686,22.43,85.3,962.2667,0.12,0.7,323.6,1133
"2023-09-10 22:00:00",7687,21.58,89.8,962.3867,0.067,0.6,346,1064
"2023-09-10 23:00:00",7688,20.59,94.1,962.1133,0.03,0.7,1.077,1088
"2023-09-11 00:00:00",7689,20,95.1,962.0233,0.03,0.6,353.6,1089
"2023-09-11 01:00:00",7690,19.75,96.5,961.8766,0,0.5,353.9,1157
"2023-09-11 02:00:00",7691,19.5,96.6,961.4,0.08,0.6,336.7,1156
"2023-09-11 03:00:00",7692,19.19,98.1,961.5233,0,0.4,0,1121
"2023-09-11 04:00:00",7693,19.03,97.9,961.54,0.04,0.5,304.7,1113
"2023-09-11 05:00:00",7694,19.01,98.5,961.42,0.06,0.8,332.6,1093
"2023-09-11 06:00:00",7695,19.06,98.7,961.3134,0,0.5,0,1098
"2023-09-11 07:00:00",7696,18.49,99.9,961.6133,0.113,0.9,0.936,1057
"2023-09-11 08:00:00",7697,18.87,99.5,961.8066,0,0.6,0,1069
"2023-09-11 09:00:00",7698,20.65,94.3,961.63,0.22,0.8,50.37,1102
"2023-09-11 10:00:00",7699,21.99,89.3,961.9133,0.217,0.9,24.95,1075
"2023-09-11 11:00:00",7700,23.05,84.3,962.08,0.39,1.9,40.81,1094
"2023-09-11 12:00:00",7701,24.07,80.3,961.6967,0.58,2.1,58.02,1126
"2023-09-11 13:00:00",7702,24.26,79.6,961.42,0.367,1.9,35.64,1143
"2023-09-11 14:00:00",7703,24.77,77.07,960.7733,0.36,1.3,40.63,1078
"2023-09-11 15:00:00",7704,25.49,73.85,960.2567,0.393,1.1,27.4,1115
"2023-09-11 16:00:00",7705,25.82,70.84,960.16,0.433,1.8,345.6,1134
"2023-09-11 17:00:00",7706,24.75,74.47,960.13,0.51,1.8,203.6,1053
"2023-09-11 18:00:00",7707,23.93,78.71,960.5467,0.523,1.1,253.2,1133
"2023-09-11 19:00:00",7708,23.38,80.5,960.9467,0.467,1.1,244.5,1164
"2023-09-11 20:00:00",7709,22.71,81.7,961.3367,0.413,1.1,253.5,1119
"2023-09-11 21:00:00",7710,22.33,82.7,961.9133,0.43,1.1,271.1,1110
"2023-09-11 22:00:00",7711,21.55,87,962.4633,0.21,0.9,295.1,1091
"2023-09-11 23:00:00",7712,21.07,89.7,962.44,0.363,1.2,276.6,1111
"2023-09-12 00:00:00",7713,20.44,93.2,962.6333,0.307,0.9,307.9,1075
"2023-09-12 01:00:00",7714,20.3,94.6,962.97,0.18,0.8,310.1,1048
"2023-09-12 02:00:00",7715,19.95,96.2,962.8834,0.053,0.8,346.3,1143
"2023-09-12 03:00:00",7716,20.14,93.5,962.6133,0.3,0.8,269.4,1108
"2023-09-12 04:00:00",7717,19.73,95.3,962.3734,0.183,0.9,330.9,1140
"2023-09-12 05:00:00",7718,19.92,93.1,962.3333,0.387,0.9,254.1,1053
"2023-09-12 06:00:00",7719,18.96,97.6,962.7633,0.077,0.7,342.3,1113
"2023-09-12 07:00:00",7720,18.4,99.7,963.29,0.023,0.6,354.2,1050
"2023-09-12 08:00:00",7721,19,99.4,963.5833,0.013,0.8,356.1,1041
"2023-09-12 09:00:00",7722,19.43,99.1,963.82,0.273,0.9,49.75,1112
"2023-09-12 10:00:00",7723,21.48,92.4,963.79,0.267,1.1,35,1156
"2023-09-12 11:00:00",7724,23.72,78.67,963.7133,0.577,1.9,15.1,1024
"2023-09-12 12:00:00",7725,25.06,68.43,963.2133,0.48,1.6,1.124,1112
"2023-09-12 13:00:00",7726,24.91,72.77,962.6967,0.483,1.3,42.84,1101
"2023-09-12 14:00:00",7727,25.12,71.54,962.42,0.4,1.3,341.2,1131
"2023-09-12 15:00:00",7728,25.3,70.3,962.15,0.353,1.6,290.3,1105
"2023-09-12 16:00:00",7729,25.39,70.04,961.6866,0.343,1.4,320.4,1132
"2023-09-12 17:00:00",7730,24.66,75.46,961.72,0.407,1.3,326.9,1099
"2023-09-12 18:00:00",7731,23.95,77.27,961.9366,0.5,1.2,251.4,1188
"2023-09-12 19:00:00",7732,23.25,77.85,962.07,0.66,1.1,248.5,1153
"2023-09-12 20:00:00",7733,22.15,82.8,962.6866,0.16,0.8,304.2,1104
"2023-09-12 21:00:00",7734,21.78,84.2,963.4933,0.283,0.9,281.5,1065
"2023-09-12 22:00:00",7735,21.11,87.6,963.8834,0.177,0.8,313,1113
"2023-09-12 23:00:00",7736,20.85,88.9,963.9067,0.057,0.7,345.6,1105
"2023-09-13 00:00:00",7737,20.62,89.4,963.9667,0.17,0.6,315.4,1167
"2023-09-13 01:00:00",7738,19.89,93.2,963.81,0,0.5,358,1075
"2023-09-13 02:00:00",7739,20.18,90,963.6,0.2,0.7,283.9,1114
"2023-09-13 03:00:00",7740,19.57,94.4,963.51,0,0.7,354,1061
"2023-09-13 04:00:00",7741,19.42,94.8,963.3666,0,0.6,0,1067
"2023-09-13 05:00:00",7742,19.39,95.6,963.61,0.22,1.4,330.2,1130
"2023-09-13 06:00:00",7743,18.82,98.7,964.14,0.37,2.2,331.5,1073
"2023-09-13 07:00:00",7744,18.49,100,964.3066,0.01,0.6,345.6,1088
"2023-09-13 08:00:00",7745,18.53,100,964.24,0.08,0.6,23.99,1070
"2023-09-13 09:00:00",7746,18.63,100,964.73,0.113,0.8,24.05,1051
"2023-09-13 10:00:00",7747,19.21,100,965.0634,0,0.5,358,1057
"2023-09-13 11:00:00",7748,19.84,100,965.3734,0,0.6,13.11,1085
"2023-09-13 12:00:00",7749,19.66,100,965.33,0.06,0.9,350.4,1089
"2023-09-13 13:00:00",7750,18.79,100,964.7933,0.21,1.1,21.76,953
"2023-09-13 14:00:00",7751,18.37,100,964.3567,0.37,1.7,2.433,1026
"2023-09-13 15:00:00",7752,18.29,100,963.8867,0.12,1,6.143,993
"2023-09-13 16:00:00",7753,17.76,100,963.6167,0.427,1.6,2.64,957
"2023-09-13 17:00:00",7754,17.38,100,963.6167,0.547,1.9,52.75,1032
"2023-09-13 18:00:00",7755,17.04,100,963.8967,0.507,1.5,31.08,1037
"2023-09-13 19:00:00",7756,16.87,100,963.69,0.417,1.4,1.903,1027
"2023-09-13 20:00:00",7757,16.76,100,963.9,0.47,2.1,11.21,1066
"2023-09-13 21:00:00",7758,16.5,100,964.1433,0.357,1.1,33.53,1022
"2023-09-13 22:00:00",7759,16.34,100,964.23,0.213,2.4,346.9,952
"2023-09-13 23:00:00",7760,16.39,100,963.7133,0.18,1.1,8.37,1010
"2023-09-14 00:00:00",7761,16.49,100,963.8766,0.177,1.1,18.69,997
"2023-09-14 01:00:00",7762,16.43,100,963.8433,0.327,0.9,23.59,994
"2023-09-14 02:00:00",7763,16.4,100,963.4633,0.36,1.9,359.7,1040
"2023-09-14 03:00:00",7764,16.46,100,963.0833,0.227,1.6,0.94,1001
"2023-09-14 04:00:00",7765,16.52,100,962.9366,0.337,1.2,352.2,1064
"2023-09-14 05:00:00",7766,16.54,100,962.9633,0.053,0.8,5.181,1038
"2023-09-14 06:00:00",7767,16.58,100,962.9633,0.033,0.8,1.957,961
"2023-09-14 07:00:00",7768,16.66,100,963.4133,0,0.8,0,1020
"2023-09-14 08:00:00",7769,16.86,100,963.9966,0.14,0.9,25.66,1063
"2023-09-14 09:00:00",7770,17.26,100,964.51,0.373,1,162.9,1086
"2023-09-14 10:00:00",7771,17.85,100,964.8533,0.237,0.9,138.3,1057
"2023-09-14 11:00:00",7772,19.57,98.9,965.25,0.383,2,0.279,1011
"2023-09-14 12:00:00",7773,21.09,87,965.3333,0.77,2.5,347.6,1018
"2023-09-14 13:00:00",7774,21.1,84.9,965.3934,0.667,2.3,347.8,1094
"2023-09-14 14:00:00",7775,21.25,85.2,965.4167,0.537,2.1,19.69,1019
"2023-09-14 15:00:00",7776,21.5,81.7,965.43,0.567,2,7.786,1052
"2023-09-14 16:00:00",7777,21.02,83.7,965.3734,0.49,2.1,6.673,1055
"2023-09-14 17:00:00",7778,20.5,84.6,965.6533,0.413,1.8,0.284,1045
"2023-09-14 18:00:00",7779,20.05,86.8,965.8433,0.217,1.3,352.7,1035
"2023-09-14 19:00:00",7780,19.52,88,966.28,0.303,1.4,352,948
"2023-09-14 20:00:00",7781,18.98,89.2,966.97,0.057,1.1,346.6,983
"2023-09-14 21:00:00",7782,18.49,90.7,967.3967,0.263,1.7,348,1020
"2023-09-14 22:00:00",7783,18.32,90.5,967.7567,0.173,1.2,350.2,985
"2023-09-14 23:00:00",7784,17.48,98.4,967.52,0.17,1.2,11.27,1026
"2023-09-15 00:00:00",7785,17.56,96.1,967.55,0.167,1.2,326.1,985
"2023-09-15 01:00:00",7786,17.23,97.7,967.5634,0.063,0.9,355.1,1007
"2023-09-15 02:00:00",7787,17.15,98.6,967.21,0.11,0.9,353.5,1018
"2023-09-15 03:00:00",7788,17.13,98.7,967.0634,0.03,0.7,353.9,999
"2023-09-15 04:00:00",7789,17.41,98.3,966.7667,0.197,0.9,332,1004
"2023-09-15 05:00:00",7790,17.11,100,966.6733,0.01,0.9,359.7,998
"2023-09-15 06:00:00",7791,16.96,100,966.7733,0.083,0.7,21.85,1088
"2023-09-15 07:00:00",7792,17,100,966.9067,0.09,1.2,2.959,1023
"2023-09-15 08:00:00",7793,17.38,100,966.9,0.217,1.1,353.6,1008
"2023-09-15 09:00:00",7794,17.46,100,967.05,0.123,0.9,8.4,939
"2023-09-15 10:00:00",7795,17.78,100,967.1467,0.15,1.1,6.589,1018
"2023-09-15 11:00:00",7796,18.21,100,967.3033,0.173,1.4,351.9,965
"2023-09-15 12:00:00",7797,19.01,100,966.82,0.087,0.9,11.98,971
"2023-09-15 13:00:00",7798,19.4,100,966.39,0.027,0.9,3.827,1017
"2023-09-15 14:00:00",7799,19.59,100,965.9434,0.177,1,16.18,963
"2023-09-15 15:00:00",7800,19.55,100,965.3667,0.183,1,18.77,975
"2023-09-15 16:00:00",7801,19.34,100,965.1433,0.303,1,115.2,968
"2023-09-15 17:00:00",7802,19.73,100,965.05,0.147,0.9,306.6,1043
"2023-09-15 18:00:00",7803,19.86,100,965.0634,0.227,0.9,80.5,997
"2023-09-15 19:00:00",7804,19.5,100,964.9233,0.19,0.9,359.8,1035
"2023-09-15 20:00:00",7805,19.3,100,965.05,0.067,0.9,356.4,1104
"2023-09-15 21:00:00",7806,19.25,100,965.6467,0,0.6,0,1021
"2023-09-15 22:00:00",7807,19.3,100,965.79,0.01,0.6,4.043,1021
"2023-09-15 23:00:00",7808,19.26,100,965.6533,0.237,1.3,316.8,1030
"2023-09-16 00:00:00",7809,19.2,100,965.4067,0.05,0.7,352.1,1039
"2023-09-16 01:00:00",7810,19.19,100,965.12,0.023,0.8,5.746,1001
"2023-09-16 02:00:00",7811,19.19,100,964.9434,0,0.5,0,1046
"2023-09-16 03:00:00",7812,19.16,100,964.9833,0,0.5,0,998
"2023-09-16 04:00:00",7813,19.11,100,964.9533,0,0.5,358.1,990
"2023-09-16 05:00:00",7814,19.16,100,965.0333,0,0.4,0,1065
"2023-09-16 06:00:00",7815,19.14,100,964.9267,0,0.4,0,1004
"2023-09-16 07:00:00",7816,19.22,100,965.1,0.023,0.6,354.5,951
"2023-09-16 08:00:00",7817,19.4,100,965.2733,0,0.5,0,1008
"2023-09-16 09:00:00",7818,19.82,100,965.14,0,0.5,0,994
"2023-09-16 10:00:00",7819,20.1,100,965.5267,0,0.6,0,976
"2023-09-16 11:00:00",7820,20.72,100,965.0634,0.06,0.8,8.11,1024
"2023-09-16 12:00:00",7821,21.73,100,964.8567,0.01,0.7,0,1018
"2023-09-16 13:00:00",7822,22.72,100,964.45,0.127,1.1,355.7,1001
"2023-09-16 14:00:00",7823,22.87,99.3,964.1866,0.2,0.9,6.034,983
"2023-09-16 15:00:00",7824,22.76,98.1,963.6667,0.14,1,69.06,1038
"2023-09-16 16:00:00",7825,23.05,96.1,963.35,0.053,0.6,345.5,1010
"2023-09-16 17:00:00",7826,22.61,99.5,963.34,0.03,0.7,349.8,1042
"2023-09-16 18:00:00",7827,22,100,963.73,0.217,1.3,324.1,1013
"2023-09-16 19:00:00",7828,21.04,100,963.8,0.113,1.4,7.931,968
"2023-09-16 20:00:00",7829,20.8,100,962.6866,0.083,0.8,9.31,996
"2023-09-16 21:00:00",7830,20.65,100,962.7333,0.203,0.9,331,1011
"2023-09-16 22:00:00",7831,20.64,100,963.0733,0,0.6,355.9,1041
"2023-09-16 23:00:00",7832,20.59,100,962.95,0.01,0.5,349.3,951
"2023-09-17 00:00:00",7833,20.58,100,962.4434,0.33,1,267.2,1009
"2023-09-17 01:00:00",7834,20.52,100,962.1833,0.06,1,356.2,1035
"2023-09-17 02:00:00",7835,20.51,100,962.2133,0.053,1.2,0,984
"2023-09-17 03:00:00",7836,20.49,100,961.96,0.073,0.9,1.654,1063
"2023-09-17 04:00:00",7837,20.38,100,961.68,0,0.9,1.057,978
"2023-09-17 05:00:00",7838,20.28,100,961.6333,0.067,1.3,359.5,1000
"2023-09-17 06:00:00",7839,20,100,961.9667,0.157,1.1,4.137,1014
"2023-09-17 07:00:00",7840,19.87,100,961.9966,0.047,0.6,0.597,1000
"2023-09-17 08:00:00",7841,20.02,100,962.4233,0.11,0.9,321.6,1042
"2023-09-17 09:00:00",7842,20.31,100,962.5933,0,0.6,0,1021
"2023-09-17 10:00:00",7843,20.84,100,963.1234,0.023,0.6,346.6,992
"2023-09-17 11:00:00",7844,21.66,99,963.51,0.133,0.9,342.7,1028
"2023-09-17 12:00:00",7845,22.76,93.9,963.1866,0.53,1.7,48.08,962
"2023-09-17 13:00:00",7846,22.82,94.7,962.4033,0.137,2.2,356.1,1127
"2023-09-17 14:00:00",7847,23.53,90.7,962.0466,0.323,2.2,1.807,1075
"2023-09-17 15:00:00",7848,23.69,90,961.8567,0.42,1.9,338.6,1028
"2023-09-17 16:00:00",7849,23.79,89.3,961.4333,0.27,1.1,314.5,1124
"2023-09-17 17:00:00",7850,23.53,89.6,961.6266,0.283,1.2,280.8,1026
"2023-09-17 18:00:00",7851,23.21,92.5,961.8533,0.37,1,261.5,1000
"2023-09-17 19:00:00",7852,22.77,94.3,962.12,0.4,1,244.1,1024
"2023-09-17 20:00:00",7853,21.84,99.5,962.4567,0.427,1.1,273.1,1064
"2023-09-17 21:00:00",7854,21.45,100,963.16,0.17,0.7,312.7,999
"2023-09-17 22:00:00",7855,21.37,100,963.4767,0.047,0.7,342.5,1036
"2023-09-17 23:00:00",7856,21.19,100,963.33,0.01,0.5,0.792,1018
"2023-09-18 00:00:00",7857,21.05,100,963.3234,0.26,0.8,307.4,1039
"2023-09-18 01:00:00",7858,20.82,100,963.6067,0.19,1.8,346.4,1025
"2023-09-18 02:00:00",7859,20.26,100,963.7433,0.41,1.5,241.7,1003
"2023-09-18 03:00:00",7860,20.15,100,963.56,0.097,0.8,335.8,991
"2023-09-18 04:00:00",7861,20.24,100,963.4133,0.367,1.3,257.4,998
"2023-09-18 05:00:00",7862,20.16,100,963.3633,0.077,1.3,346.1,991
"2023-09-18 06:00:00",7863,20.17,100,963.7733,0,0.6,358.1,970
"2023-09-18 07:00:00",7864,20.19,100,964.1967,0.023,0.6,352,1019
"2023-09-18 08:00:00",7865,20.56,100,964.4667,0.103,0.7,345.4,1037
"2023-09-18 09:00:00",7866,20.8,100,964.71,0,0.8,11.26,999
"2023-09-18 10:00:00",7867,21.71,99.3,964.8467,0.233,1.2,347.6,961
"2023-09-18 11:00:00",7868,22.47,94,964.86,0.5,1.7,333.5,1026
"2023-09-18 12:00:00",7869,21.9,97,964.6266,0.433,1.3,284.9,959
"2023-09-18 13:00:00",7870,23.61,88.8,964.2333,0.513,1.5,12.12,1022
"2023-09-18 14:00:00",7871,24.32,87.7,963.8367,0.467,2.1,351.3,974
"2023-09-18 15:00:00",7872,24.57,84.4,963.47,0.557,3.6,5.318,1022
"2023-09-18 16:00:00",7873,24.74,82.2,963.2133,0.553,3.6,7.678,964
"2023-09-18 17:00:00",7874,23.94,85.8,963.44,0.487,1.5,297.6,1015
"2023-09-18 18:00:00",7875,23.2,89.4,963.74,0.287,1,244.3,1037
"2023-09-18 19:00:00",7876,22.59,91.3,963.9133,0.493,1.1,243.3,1081
"2023-09-18 20:00:00",7877,21.95,94.4,964.09,0.493,1.4,252.1,984
"2023-09-18 21:00:00",7878,21.54,97.2,964.53,0.74,1.4,246.1,1045
"2023-09-18 22:00:00",7879,21.16,98.7,964.6066,0.547,1.1,252.7,1019
"2023-09-18 23:00:00",7880,20.65,100,964.76,0.383,1,230.9,961
"2023-09-19 00:00:00",7881,20.22,99.4,964.9366,0.223,0.9,280.7,1000
"2023-09-19 01:00:00",7882,19.78,99.5,965.2466,0.097,0.9,317,994
"2023-09-19 02:00:00",7883,19.51,100,965.6234,0.067,0.9,355.4,1016
"2023-09-19 03:00:00",7884,19.17,100,965.4533,0,0.6,1.772,1010
"2023-09-19 04:00:00",7885,18.88,100,965.28,0,0.6,0,968
"2023-09-19 05:00:00",7886,18.62,100,965.32,0.067,0.6,354.2,992
"2023-09-19 06:00:00",7887,18.34,100,965.39,0,0.7,0,974
"2023-09-19 07:00:00",7888,18.11,100,965.7534,0,0.6,356,979
"2023-09-19 08:00:00",7889,18.34,99.9,966.19,0.38,1.1,276.9,1017
"2023-09-19 09:00:00",7890,19.13,97.9,966.7333,0.163,1.2,23.33,988
"2023-09-19 10:00:00",7891,19.52,97.5,966.8467,0.127,0.7,39.16,1037
"2023-09-19 11:00:00",7892,20.5,91.1,966.7033,0.247,1.3,19.56,1039
"2023-09-19 12:00:00",7893,21.62,87.8,966.5467,0.297,1.5,25.36,1039
"2023-09-19 13:00:00",7894,22.3,83.6,965.9,0.293,1.8,356.3,1088
"2023-09-19 14:00:00",7895,22.81,82.9,965.7333,0.45,2.7,33.02,1040
"2023-09-19 15:00:00",7896,22.68,85.4,965.37,0.117,1,3.622,1004
"2023-09-19 16:00:00",7897,22.43,90.2,965.01,0.033,0.9,351.6,1015
"2023-09-19 17:00:00",7898,22.01,92.6,965.5767,0,0.7,0,1049
"2023-09-19 18:00:00",7899,21.51,94.8,965.62,0.303,0.8,291.8,1012
"2023-09-19 19:00:00",7900,20.9,96.9,965.8233,0.183,0.9,253.4,967
"2023-09-19 20:00:00",7901,20.49,98.8,966.3033,0.157,0.8,264.5,1034
"2023-09-19 21:00:00",7902,20.23,99.3,966.6233,0.567,0.9,262.5,1006
"2023-09-19 22:00:00",7903,20.29,98.6,966.73,0.403,1,247.6,1000
"2023-09-19 23:00:00",7904,20.16,98.3,966.57,0.367,1.5,270.3,1069
"2023-09-20 00:00:00",7905,19.76,99.7,966.0433,0.417,1.5,296.4,1006
"2023-09-20 01:00:00",7906,19.57,99.9,966.3367,0.12,1,346.3,1036
"2023-09-20 02:00:00",7907,19.29,100,965.96,0.137,0.7,328.3,975
"2023-09-20 03:00:00",7908,19.15,100,965.33,0.117,0.7,337,1027
"2023-09-20 04:00:00",7909,19.07,100,965.3033,0.067,1.1,357.5,991
"2023-09-20 05:00:00",7910,19.05,100,965.47,0.293,1.3,318.4,972
"2023-09-20 06:00:00",7911,18.79,100,965.5734,0.103,0.9,15.96,1054
"2023-09-20 07:00:00",7912,18.65,100,965.64,0.163,0.7,266.3,1001
"2023-09-20 08:00:00",7913,18.68,100,965.8834,0.117,0.8,20.32,948
"2023-09-20 09:00:00",7914,18.45,100,965.3,0.16,0.9,33.54,1030
"2023-09-20 10:00:00",7915,18.38,100,964.9833,0.363,1.8,348.7,1040
"2023-09-20 11:00:00",7916,18.33,100,965.72,0.307,1.5,335.8,996
"2023-09-20 12:00:00",7917,18.36,100,965.5634,0.143,0.9,45.98,988
"2023-09-20 13:00:00",7918,18.26,100,964.5533,0.133,1,1.109,1052
"2023-09-20 14:00:00",7919,18.04,100,963.3467,0.16,1.6,8.96,1082
"2023-09-20 15:00:00",7920,17.25,100,962.6667,0.57,1.8,357.3,1019
"2023-09-20 16:00:00",7921,16.23,100,962.6234,0.707,3,357.5,1008
"2023-09-20 17:00:00",7922,16.01,100,962.29,0.66,2.5,350.9,1023
"2023-09-20 18:00:00",7923,16.2,100,961.7033,0.343,1.8,5.259,979
"2023-09-20 19:00:00",7924,16.41,100,961.3766,0.447,2.9,353.8,1013
"2023-09-20 20:00:00",7925,16.62,100,960.98,0.877,4.2,346.4,966
"2023-09-20 21:00:00",7926,16.68,100,961.1033,0.867,3.5,358.5,987
"2023-09-20 22:00:00",7927,16.24,94.8,960.8433,1.407,5,349,1017
"2023-09-20 23:00:00",7928,15.97,88.5,960.9867,1.377,5.1,350.1,1010
"2023-09-21 00:00:00",7929,15.73,87.8,960.8267,1.013,5.1,358.5,1042
"2023-09-21 01:00:00",7930,15.81,87,960.7233,0.913,4.5,0.414,1036
"2023-09-21 02:00:00",7931,16.13,85.7,960.41,0.947,3.4,2.601,1059
"2023-09-21 03:00:00",7932,16.39,84.5,960.3433,0.923,3.9,356.5,1059
"2023-09-21 04:00:00",7933,16.12,84,960.2933,0.827,3,10.06,1037
"2023-09-21 05:00:00",7934,15.68,83.3,960.7233,0.92,3,31.54,1040
"2023-09-21 06:00:00",7935,15.34,84.3,961.2833,0.917,3.6,47.36,1013
"2023-09-21 07:00:00",7936,15.14,79.85,961.55,0.933,5.2,24.96,1050
"2023-09-21 08:00:00",7937,15.04,75.91,961.7833,0.863,5.2,12.21,1116
"2023-09-21 09:00:00",7938,15.67,75.22,962.3433,0.697,2.4,9.24,1104
"2023-09-21 10:00:00",7939,16.81,68.68,962.8567,0.837,3.1,3.159,1079
"2023-09-21 11:00:00",7940,17.27,69.52,963.22,0.66,2.3,21.59,1097
