"TOA5","CR300_CRNP","CR300","20352","CR310.Std.10.07","CPU:240801_KIHS_Hydro_mod_WS500 _PyeongChang.CR300","12929","Hour1_PyeongChang"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2025-03-02 12:00:00",5112,8.76,48.29,954.5067,3.047,10.8,292.1,1285
"2025-03-02 13:00:00",5113,6.403,67.74,955,2.96,10.8,305.5,1211
"2025-03-02 14:00:00",5114,5.28,75.43,954.7733,2.753,10,294.5,1274
"2025-03-02 15:00:00",5115,3.867,83,954.5634,2.983,10.8,294.9,1232
"2025-03-02 16:00:00",5116,3.04,83.7,954.86,2.8,9.2,303.4,1190
"2025-03-02 17:00:00",5117,1.853,85.5,955.0833,2.953,10.2,294.4,1277
"2025-03-02 18:00:00",5118,1.353,79.64,955.4067,3.403,11.6,298.3,1278
"2025-03-02 19:00:00",5119,0.523,80.5,956.2267,3.517,11.4,287.8,1327
"2025-03-02 20:00:00",5120,-0.253,79.08,956.81,3.003,13.1,282.1,1246
"2025-03-02 21:00:00",5121,-0.327,76.33,956.01,3.28,10.4,303.3,1192
"2025-03-02 22:00:00",5122,-0.7,76.29,955.75,3.093,10.9,295.3,1227
"2025-03-02 23:00:00",5123,-1.073,78.15,955.64,3.277,10.1,308.9,1270
"2025-03-03 00:00:00",5124,-0.89,74.83,955.48,3.25,10.2,295.6,1216
"2025-03-03 01:00:00",5125,-1.53,78.94,955.8033,3.253,10.4,296.2,1234
"2025-03-03 02:00:00",5126,-2.67,89.1,955.8267,3.543,9,276.1,1144
"2025-03-03 03:00:00",5127,-2.543,88,955.22,3.557,11.3,282.3,1204
"2025-03-03 04:00:00",5128,-2.553,87.2,955.12,3.727,11.9,279.7,1176
"2025-03-03 05:00:00",5129,-1.987,82.2,955.4833,3.843,12.9,286,1121
"2025-03-03 06:00:00",5130,-2.053,81,956.0833,3.863,14.1,286.6,1122
"2025-03-03 07:00:00",5131,-2.323,80.1,956.7967,3.797,13.3,272.8,1091
"2025-03-03 08:00:00",5132,-2.377,77.16,958.4533,3.627,11.8,280.6,1156
"2025-03-03 09:00:00",5133,-2.44,76.65,959.88,3.413,11.4,274.9,1100
"2025-03-03 10:00:00",5134,-2.3,74.55,959.9233,3.183,11.6,295.1,1110
"2025-03-03 11:00:00",5135,-2.047,73.1,960.09,3.537,16.3,287.2,1156
"2025-03-03 12:00:00",5136,-1.737,69.34,960.82,3.327,14.7,297.6,1119
"2025-03-03 13:00:00",5137,-1.663,66.87,961.0767,3.853,12.1,295,1150
"2025-03-03 14:00:00",5138,-2.03,71.26,960.61,3.857,15.6,296.2,1127
"2025-03-03 15:00:00",5139,-2.12,70.04,960.2067,3.953,10.8,301.7,1132
"2025-03-03 16:00:00",5140,-2.293,70.01,960.1766,3.997,11.2,295.5,1140
"2025-03-03 17:00:00",5141,-2.453,68.71,960.4533,3.55,11.3,292.5,1164
"2025-03-03 18:00:00",5142,-2.63,65.78,960.86,2.827,7.7,287.2,1170
"2025-03-03 19:00:00",5143,-3.1,64.51,960.84,2.73,8.9,289.1,1158
"2025-03-03 20:00:00",5144,-3.183,67.34,960.95,2.467,9,286.1,1141
"2025-03-03 21:00:00",5145,-3.257,67.88,960.2867,2.953,9.7,289.1,1097
"2025-03-03 22:00:00",5146,-3.143,70.12,960.2633,2.987,8.2,284.4,1126
"2025-03-03 23:00:00",5147,-2.9,69.71,960.43,2.593,6.3,289,1063
"2025-03-04 00:00:00",5148,-2.79,67.81,960.5667,1.85,8.9,292.7,1126
"2025-03-04 01:00:00",5149,-2.567,64.1,960.9733,1.75,5.8,296,1103
"2025-03-04 02:00:00",5150,-2.543,64.71,960.5267,1.95,7.9,304.7,1143
"2025-03-04 03:00:00",5151,-2.377,65.57,960.1334,1.74,9.5,319.4,1163
"2025-03-04 04:00:00",5152,-2.127,65.91,959.97,2.347,10.2,316.9,1099
"2025-03-04 05:00:00",5153,-2.193,68.68,959.2466,2.373,8,301.1,1186
"2025-03-04 06:00:00",5154,-2.22,70.51,959.4233,2.567,8.1,289.9,1141
"2025-03-04 07:00:00",5155,-2.13,70.91,958.73,2.693,10.9,302,1179
"2025-03-04 08:00:00",5156,-2.067,72.43,958.2033,2.553,8.5,293.9,1179
"2025-03-04 09:00:00",5157,-1.94,71.47,958.1067,2.55,11.4,283.4,1205
"2025-03-04 10:00:00",5158,-1.63,68.62,957.8734,2.723,9,281.4,1148
"2025-03-04 11:00:00",5159,-2.07,77.26,958.1633,3.06,9.5,290.9,1247
"2025-03-04 12:00:00",5160,-2.267,84.2,957.5167,3.17,10.1,270.2,1170
"2025-03-04 13:00:00",5161,-1.48,81.5,956.2967,3.45,9.8,286.5,1113
"2025-03-04 14:00:00",5162,-1.093,80,955.87,3.143,9.7,293.4,1129
"2025-03-04 15:00:00",5163,-0.833,80.9,955.8033,2.773,9.4,287.3,1161
"2025-03-04 16:00:00",5164,-0.727,80.7,956.0767,2.603,6.9,286.7,1115
"2025-03-04 17:00:00",5165,-0.513,78.53,955.55,2.83,7.9,292.1,1162
"2025-03-04 18:00:00",5166,0.01,72.88,955.4833,2.67,8.5,268.5,1175
"2025-03-04 19:00:00",5167,-0.427,75.52,955.2333,2.843,8.5,264.7,1179
"2025-03-04 20:00:00",5168,-0.433,73.35,955.5634,2.533,7.6,255.5,1148
"2025-03-04 21:00:00",5169,-0.147,71.64,956.94,1.957,5.9,247.1,1180
"2025-03-04 22:00:00",5170,-0.257,73.85,956.8367,2.4,5.8,274.7,1126
"2025-03-04 23:00:00",5171,-0.18,72.94,956.49,2.267,6.7,278.3,1129
"2025-03-05 00:00:00",5172,-0.18,74.46,956.1567,2.207,6.5,295.9,1149
"2025-03-05 01:00:00",5173,-0.09,74.16,955.8033,2.05,7,269.1,1137
"2025-03-05 02:00:00",5174,-0.113,75.08,956.1,2.327,6.7,259.5,1202
"2025-03-05 03:00:00",5175,-0.05,75.43,956.3533,2.593,6.9,251.1,1178
"2025-03-05 04:00:00",5176,0.053,74.46,955.9567,2.54,8.3,267.1,1135
"2025-03-05 05:00:00",5177,0.133,74.4,955.7133,1.843,8.3,253.4,1172
"2025-03-05 06:00:00",5178,0.2,73.97,955.9067,2.137,6.7,259.4,1146
"2025-03-05 07:00:00",5179,0.043,73.41,955.9067,2.147,7.8,256.5,1129
"2025-03-05 08:00:00",5180,0.06,73.34,956.5267,1.947,7.1,269.4,1152
"2025-03-05 09:00:00",5181,0.25,73.84,957.15,2.377,6.3,265.3,1144
"2025-03-05 10:00:00",5182,0.637,72.9,957.6567,1.85,5.6,289.1,1165
"2025-03-05 11:00:00",5183,1.26,70.56,957.99,2.04,5.2,294.3,1148
"2025-03-05 12:00:00",5184,2.093,66.35,957.9966,1.677,4.9,298.4,1130
"2025-03-05 13:00:00",5185,2.883,63.38,957.4767,1.17,3.8,305.1,1154
"2025-03-05 14:00:00",5186,3.483,60.3,956.4434,1.003,3.7,305,1105
"2025-03-05 15:00:00",5187,3.323,60.37,955.8033,1.763,4.5,299.5,1151
"2025-03-05 16:00:00",5188,2.903,63.77,955.43,1.52,5,346.4,1139
"2025-03-05 17:00:00",5189,2.343,67.48,955.75,0.737,4.1,351.5,1184
"2025-03-05 18:00:00",5190,1.553,71.63,956.4867,0.827,2.5,271.4,1102
"2025-03-05 19:00:00",5191,1.047,73.68,957.22,0.693,2.1,287.9,1139
"2025-03-05 20:00:00",5192,0.65,76.38,957.9434,0.587,1.5,147.1,1151
"2025-03-05 21:00:00",5193,0.317,78.28,958.1467,0.35,1.7,75.56,1186
"2025-03-05 22:00:00",5194,0.01,80.8,958.4933,0.27,1.8,288.1,1104
"2025-03-05 23:00:00",5195,-0.623,83.6,958.5833,0.427,1.7,238.9,1120
"2025-03-06 00:00:00",5196,-1.417,85.4,958.2433,0.81,2.4,213.5,1126
"2025-03-06 01:00:00",5197,-2.03,87.7,958.2534,0.843,3.1,224,1092
"2025-03-06 02:00:00",5198,-2.81,90,958.47,0.71,2.6,239.3,1226
"2025-03-06 03:00:00",5199,-3.673,92.6,958.4966,0.383,1.2,182.4,1153
"2025-03-06 04:00:00",5200,-4.613,94,958.27,0.347,1.1,243.9,1108
"2025-03-06 05:00:00",5201,-5.1,93.3,958.44,0.733,3.2,276.4,1140
"2025-03-06 06:00:00",5202,-5.703,92.8,958.89,0.293,2.7,287.4,1130
"2025-03-06 07:00:00",5203,-6.583,92.9,959.21,0.493,1.6,274.4,1144
"2025-03-06 08:00:00",5204,-6.283,91.6,959.7167,0.447,3.3,310.5,1138
"2025-03-06 09:00:00",5205,-4.103,84.9,960.1633,0.863,3.1,305.9,1141
"2025-03-06 10:00:00",5206,-1.1,72.74,960.4,0.633,2.1,340.1,1114
"2025-03-06 11:00:00",5207,1.213,59.32,960.14,1.057,2.9,357,1167
"2025-03-06 12:00:00",5208,3.16,49.67,959.84,1.113,3.5,36.97,1138
"2025-03-06 13:00:00",5209,3.34,51.93,959.38,1.55,5.7,48.39,1191
"2025-03-06 14:00:00",5210,3.29,56.86,958.8,1.357,4.9,70.36,1178
"2025-03-06 15:00:00",5211,3.267,58.2,958.6333,1.537,6.5,41.41,1221
"2025-03-06 16:00:00",5212,2.397,68.7,958.8967,1.18,5.7,1.386,1103
"2025-03-06 17:00:00",5213,2.63,66.85,958.99,0.773,4.2,9.62,1077
"2025-03-06 18:00:00",5214,2,69.44,959.3333,0.793,3.7,302.4,1138
"2025-03-06 19:00:00",5215,1.067,72.98,960.0267,0.947,3.7,261.7,1157
"2025-03-06 20:00:00",5216,0.627,72.72,960.7433,1.157,3.1,250.1,1201
"2025-03-06 21:00:00",5217,-0.333,76.67,961.3333,0.617,1.8,174.4,1071
"2025-03-06 22:00:00",5218,-1.297,79.6,961.6833,0.727,2.9,180.2,1121
"2025-03-06 23:00:00",5219,-1.833,82.5,962.1133,0.61,1.4,196.5,1172
"2025-03-07 00:00:00",5220,-2.41,84.8,962.2767,0.683,1.7,181,1139
"2025-03-07 01:00:00",5221,-2.72,86.2,962.5,0.85,2,190.3,1148
"2025-03-07 02:00:00",5222,-3.113,88.1,962.67,0.707,2.3,222.7,1151
"2025-03-07 03:00:00",5223,-3.27,88.5,962.37,0.783,1.8,199.5,1134
"2025-03-07 04:00:00",5224,-3.857,90.2,962.1733,0.56,1.8,230.5,1116
"2025-03-07 05:00:00",5225,-4.467,92.3,962.2733,0.4,2.1,270.8,1093
"2025-03-07 06:00:00",5226,-4.87,93.2,962.6833,0.6,2.1,278.3,1100
"2025-03-07 07:00:00",5227,-5.35,93.3,962.98,0.52,2.1,270.8,1097
"2025-03-07 08:00:00",5228,-5.607,93.6,963.44,0.01,0.9,3.517,1117
"2025-03-07 09:00:00",5229,-3.6,87.8,963.9833,0.507,1.7,339.3,1118
"2025-03-07 10:00:00",5230,-0.877,76.87,963.6767,0.713,2.4,335.4,1165
"2025-03-07 11:00:00",5231,2.043,68.03,963.13,1.333,4.8,9.45,1084
"2025-03-07 12:00:00",5232,3.577,60.07,962.69,1.737,5.2,46.21,1153
"2025-03-07 13:00:00",5233,4.493,50.38,961.99,1.553,4.8,57.61,1130
"2025-03-07 14:00:00",5234,4.257,47.81,961.29,1.313,4.4,66.55,1111
"2025-03-07 15:00:00",5235,4.767,47.21,960.89,1.58,5,50.31,1160
"2025-03-07 16:00:00",5236,4.807,47.32,960.6567,1.163,3.6,22.63,1168
"2025-03-07 17:00:00",5237,4.713,46.38,960.6866,0.81,3.3,61.07,1136
"2025-03-07 18:00:00",5238,4.23,48.25,960.6667,0.847,3.3,119.5,1176
"2025-03-07 19:00:00",5239,2.73,59.54,961.1133,0.947,1.9,162.9,1144
"2025-03-07 20:00:00",5240,1.923,70.84,961.2933,0.607,2.2,310.4,1186
"2025-03-07 21:00:00",5241,1.097,75.99,961.4233,0.523,1.8,116.8,1111
"2025-03-07 22:00:00",5242,0.227,80.6,961.3667,0.663,1.7,156.1,1189
"2025-03-07 23:00:00",5243,0,80.3,961.3967,0.85,1.9,227.1,1147
"2025-03-08 00:00:00",5244,-0.423,83.5,961.46,0.373,1.8,330.2,1144
"2025-03-08 01:00:00",5245,-0.767,85.5,961.3,0.537,1.3,149.8,1156
"2025-03-08 02:00:00",5246,-1.137,87.4,961.03,0.23,1,328.8,1210
"2025-03-08 03:00:00",5247,-1.137,88.5,960.7267,0.41,1.4,215.1,1152
"2025-03-08 04:00:00",5248,-1.1,88.5,960.0233,0.67,1.8,335.2,1159
"2025-03-08 05:00:00",5249,-0.93,88.2,959.7534,0.597,2.2,118.1,1179
"2025-03-08 06:00:00",5250,-0.91,87,959.5767,0.473,1.1,147.6,1180
"2025-03-08 07:00:00",5251,-1.41,90,959.7933,0.333,1.4,255.7,1157
"2025-03-08 08:00:00",5252,-1.3,90.4,960.2933,0.127,1,4.051,1124
"2025-03-08 09:00:00",5253,0.13,86,960.68,0.367,3.2,19.26,1120
"2025-03-08 10:00:00",5254,2.017,76.75,960.9267,1.5,6.2,46.29,1158
"2025-03-08 11:00:00",5255,2.45,74.94,961.02,1.537,5.1,46.78,1210
"2025-03-08 12:00:00",5256,3.64,67.32,960.49,1.827,6.1,38.85,1190
"2025-03-08 13:00:00",5257,4.707,55.34,959.8967,2.197,9.1,47.92,1157
"2025-03-08 14:00:00",5258,5.127,49.57,959.33,2.327,9.1,46.49,1158
"2025-03-08 15:00:00",5259,5.44,45.91,958.89,2.02,5.8,353.7,1126
"2025-03-08 16:00:00",5260,5.607,42.84,958.7267,1.93,7.4,4.491,1264
"2025-03-08 17:00:00",5261,5.657,39.85,958.73,1.447,5.4,13.47,1200
"2025-03-08 18:00:00",5262,4.66,43.84,959.0433,0.873,4.3,85,1137
"2025-03-08 19:00:00",5263,3.48,46.82,959.61,1.45,4,153.6,1264
"2025-03-08 20:00:00",5264,2.993,46.92,960.1767,1.61,5.1,141.1,1162
"2025-03-08 21:00:00",5265,1.317,53.91,960.78,1.317,3,150.6,1220
"2025-03-08 22:00:00",5266,0.533,56.85,961.46,1.243,3.1,162.9,1152
"2025-03-08 23:00:00",5267,-0.91,64.04,961.8734,0.973,2.9,166.4,1159
"2025-03-09 00:00:00",5268,-2.107,69.63,962.3367,0.703,1.9,150,1179
"2025-03-09 01:00:00",5269,-2.717,71.47,962.7333,0.563,1.4,151.4,1162
"2025-03-09 02:00:00",5270,-3.327,74.88,963.3134,0.353,1.1,143.6,1124
"2025-03-09 03:00:00",5271,-3.763,77.18,963.2033,0.413,1.4,259,1190
"2025-03-09 04:00:00",5272,-4.103,79.69,963.2033,0.513,1.2,197,1192
"2025-03-09 05:00:00",5273,-4.763,83.6,963.3667,0.423,1.4,158.6,1134
"2025-03-09 06:00:00",5274,-5.29,86.5,963.6967,0.413,1.2,94.5,1128
"2025-03-09 07:00:00",5275,-5.723,88.6,964.1866,0.337,1.1,117.3,1156
"2025-03-09 08:00:00",5276,-5.5,88.9,965.1767,0.417,1.7,50.5,1231
"2025-03-09 09:00:00",5277,-2.923,80.4,965.3734,0.753,2.1,330,1137
"2025-03-09 10:00:00",5278,0.25,70.35,965.73,0.993,2.5,356.5,1147
"2025-03-09 11:00:00",5279,3.29,58.97,965.9467,1.04,3.1,4.006,1150
"2025-03-09 12:00:00",5280,6.013,44.25,965.5566,1.317,4.6,28.54,1168
"2025-03-09 13:00:00",5281,7.64,38.93,964.76,1.51,4.3,15.21,1181
"2025-03-09 14:00:00",5282,8.91,35.75,964.14,1.483,5,359.8,1232
"2025-03-09 15:00:00",5283,9.4,29.1,963.5833,1.73,5.6,310.3,1227
"2025-03-09 16:00:00",5284,9.53,28.66,963.3267,1.57,5.6,309.9,1171
"2025-03-09 17:00:00",5285,8.44,33.87,963.1833,1.18,3.2,273.4,1186
"2025-03-09 18:00:00",5286,6.65,39.67,963.0733,1.487,2.5,188.1,1213
"2025-03-09 19:00:00",5287,3.917,56.61,963.0767,1.357,2.5,154.3,1200
"2025-03-09 20:00:00",5288,2.993,56.19,963.6567,1.277,2.5,143.9,1199
"2025-03-09 21:00:00",5289,1.243,62.71,964.4067,0.62,2.1,151.9,1187
"2025-03-09 22:00:00",5290,0.28,66.37,964.6833,0.607,1.7,159.5,1177
"2025-03-09 23:00:00",5291,-0.713,71.36,964.74,0.407,1,154,1214
"2025-03-10 00:00:00",5292,-1.587,76.5,964.73,0.357,1.2,165.1,1159
"2025-03-10 01:00:00",5293,-2.307,79.98,964.4167,0.263,1.2,72.21,1127
"2025-03-10 02:00:00",5294,-2.873,82.5,964.4434,0.313,3.2,300.5,1184
"2025-03-10 03:00:00",5295,-3.407,85.2,964.31,0.293,1.1,260,1157
"2025-03-10 04:00:00",5296,-3.71,86.5,964.06,0.06,0.7,351.2,1148
"2025-03-10 05:00:00",5297,-3.99,87.8,963.84,0.193,1.3,360,1180
"2025-03-10 06:00:00",5298,-4.26,88.8,963.6733,0.267,0.9,15,1237
"2025-03-10 07:00:00",5299,-4.627,90.1,963.73,0.237,1.8,338.8,1237
"2025-03-10 08:00:00",5300,-4.323,90.6,964.04,0.18,1.7,342.8,1225
"2025-03-10 09:00:00",5301,-1.557,82.5,964.1433,0.63,2.3,349.4,1180
"2025-03-10 10:00:00",5302,1.537,71.09,963.9667,0.823,2.4,338.6,1257
"2025-03-10 11:00:00",5303,5.957,57.44,963.25,1.313,4.3,51.87,1182
"2025-03-10 12:00:00",5304,8.37,47.93,962.4966,2.22,5.8,42.69,1183
"2025-03-10 13:00:00",5305,9.46,43.54,961.3933,2.54,8.6,42.43,1101
"2025-03-10 14:00:00",5306,9.98,41.5,960.1866,2.59,8,47.32,1179
"2025-03-10 15:00:00",5307,10.17,40.66,959.4167,2.223,7.9,36.94,1256
"2025-03-10 16:00:00",5308,10.52,37.29,958.9867,1.897,5.7,342.5,1298
"2025-03-10 17:00:00",5309,9.6,33.14,958.7167,1.447,4.9,310.1,1208
"2025-03-10 18:00:00",5310,7.553,39.66,958.71,1.077,4.2,122.8,1231
"2025-03-10 19:00:00",5311,6.523,45.14,958.5867,1.3,4.6,155.8,1258
"2025-03-10 20:00:00",5312,5.083,53.71,958.5967,1.483,7.6,115.2,1257
"2025-03-10 21:00:00",5313,2.673,64.1,958.9133,0.857,3.5,157.8,1259
"2025-03-10 22:00:00",5314,1.623,67.98,959.14,1,3,164.2,1259
"2025-03-10 23:00:00",5315,0.627,72.38,959.2967,0.917,2.5,173.2,1246
"2025-03-11 00:00:00",5316,-0.12,75.84,959.16,0.693,2.7,184.8,1289
"2025-03-11 01:00:00",5317,-0.767,79.39,958.7567,0.547,1.6,183.2,1253
"2025-03-11 02:00:00",5318,-1.727,84.3,958.76,0.423,1.5,85.1,1238
"2025-03-11 03:00:00",5319,-2.307,86.8,958.69,0.517,1.5,160.9,1187
"2025-03-11 04:00:00",5320,-2.933,89.8,958.5767,0.407,1.4,283.5,1255
"2025-03-11 05:00:00",5321,-3.143,90,958.2333,0.213,1.2,310.3,1194
"2025-03-11 06:00:00",5322,-3.577,91.2,958.37,0.143,1,2.242,1187
"2025-03-11 07:00:00",5323,-3.92,92,958.5067,0.18,1,13.17,1226
"2025-03-11 08:00:00",5324,-3.04,89.9,958.4567,0.3,1.4,336.5,1210
"2025-03-11 09:00:00",5325,-0.663,84,958.5067,0.507,2,10.03,1225
"2025-03-11 10:00:00",5326,2.753,69.6,958.0034,0.71,2,347.7,1283
"2025-03-11 11:00:00",5327,6.98,46.82,957.3834,0.927,2.9,6.821,1297
"2025-03-11 12:00:00",5328,10.19,28.59,956.7433,1.47,4.4,32.88,1267
"2025-03-11 13:00:00",5329,12.44,26.18,955.9267,1.767,5.4,57.53,1306
"2025-03-11 14:00:00",5330,13.65,24.97,954.9434,1.793,5.7,52.32,1305
"2025-03-11 15:00:00",5331,14.42,20.33,954.31,1.993,6.2,44.55,1321
"2025-03-11 16:00:00",5332,14.63,21.16,953.8134,1.48,4.4,8.61,1275
"2025-03-11 17:00:00",5333,12.95,27.56,953.4867,1.087,3.2,250,1308
"2025-03-11 18:00:00",5334,10.48,33.29,953.4567,1.34,3.2,175.3,1352
"2025-03-11 19:00:00",5335,7.33,45.59,953.9133,1.123,3.1,155.8,1301
"2025-03-11 20:00:00",5336,5.877,49.15,955.0933,0.76,2,158.5,1277
"2025-03-11 21:00:00",5337,4.153,56.48,956.09,0.737,2.1,156,1262
"2025-03-11 22:00:00",5338,3.037,60.63,955.9434,0.62,2.2,189.6,1328
"2025-03-11 23:00:00",5339,2.247,64.53,955.1766,0.417,1.6,163.8,1298
"2025-03-12 00:00:00",5340,1.04,71.23,954.8533,0.577,1.5,143.4,1271
"2025-03-12 01:00:00",5341,0.903,71.69,954.1667,0.663,1.7,188,1361
"2025-03-12 02:00:00",5342,0.017,75.92,953.59,0.36,1.2,129.7,1243
"2025-03-12 03:00:00",5343,-0.163,76.81,952.65,0.23,1.2,342.4,1309
"2025-03-12 04:00:00",5344,-0.51,78.86,951.88,0.38,1.4,10.84,1309
"2025-03-12 05:00:00",5345,-1.027,81.3,951.8967,0.513,1.4,137.4,1281
"2025-03-12 06:00:00",5346,-0.93,80.6,952.3267,0.747,2.2,162.1,1294
"2025-03-12 07:00:00",5347,-1.4,82.3,952.58,0.92,2.6,179.4,1310
"2025-03-12 08:00:00",5348,-0.623,82.4,952.3933,0.747,1.9,35.59,1342
"2025-03-12 09:00:00",5349,1.713,76.22,952.14,0.637,2.1,358,1332
"2025-03-12 10:00:00",5350,6.337,57.23,951.96,1.337,6.8,60.86,1252
"2025-03-12 11:00:00",5351,9.23,44.94,951.7033,2.22,7.5,10.35,1274
"2025-03-12 12:00:00",5352,10.84,42.39,951.3766,2.333,7.5,354.1,1249
"2025-03-12 13:00:00",5353,10.56,45.14,951.1733,2.16,8.6,2.244,1303
"2025-03-12 14:00:00",5354,9.66,54.16,950.94,1.85,6.6,329.4,1319
"2025-03-12 15:00:00",5355,9.74,57.6,950.24,1.497,7.6,39.38,1360
"2025-03-12 16:00:00",5356,9.58,60.32,950.0034,1.797,6.4,90.9,1343
"2025-03-12 17:00:00",5357,8.96,63.85,950.0167,2.007,7.5,72.53,1349
"2025-03-12 18:00:00",5358,8.5,66.18,950.1967,1.527,6.6,75.41,1312
"2025-03-12 19:00:00",5359,8.53,69.54,950.5,1.91,7.4,54.38,1326
"2025-03-12 20:00:00",5360,8.07,71.69,951.56,1.927,6.6,21.99,1260
"2025-03-12 21:00:00",5361,6.903,69.57,952.1667,1.88,6.8,243.4,1278
"2025-03-12 22:00:00",5362,5.973,69.73,952.6733,2.007,7.1,250.1,1326
"2025-03-12 23:00:00",5363,5.33,70.07,953.36,2.107,7.3,227.4,1304
"2025-03-13 00:00:00",5364,4.893,67.81,954.22,2.01,7.6,208.1,1306
"2025-03-13 01:00:00",5365,3.403,72.95,954.8667,1.383,7.6,226.7,1320
"2025-03-13 02:00:00",5366,1.343,82.8,954.9833,0.863,2.5,151.9,1295
"2025-03-13 03:00:00",5367,0.103,87.8,955.0933,0.78,1.7,148.4,1349
"2025-03-13 04:00:00",5368,-0.57,89.5,955.5333,0.617,1.6,155.4,1306
"2025-03-13 05:00:00",5369,-1.23,91.5,955.8734,0.477,1.5,170.7,1313
"2025-03-13 06:00:00",5370,-1.577,90,956.3134,0.5,1.7,189.7,1302
"2025-03-13 07:00:00",5371,-1.76,88,956.7,0.52,1.2,146.6,1322
"2025-03-13 08:00:00",5372,-1.567,88.2,957.34,0.26,1.6,348.7,1337
"2025-03-13 09:00:00",5373,0.803,83,957.8834,0.443,1.6,354.5,1338
"2025-03-13 10:00:00",5374,4.127,62.41,958.1067,0.807,2.3,14.92,1381
"2025-03-13 11:00:00",5375,8.31,28.45,958.2667,2.493,7.9,312.5,1317
"2025-03-13 12:00:00",5376,10.19,17.35,958.03,3.37,8,281.9,1230
"2025-03-13 13:00:00",5377,11.07,16.26,957.9833,3.297,9.1,282.1,1320
"2025-03-13 14:00:00",5378,11.69,17.65,957.4434,2.21,7.4,303.4,1316
"2025-03-13 15:00:00",5379,12.64,17.47,956.77,1.773,5.4,315.5,1388
"2025-03-13 16:00:00",5380,12.84,17.26,956.61,1.31,4.9,246,1307
"2025-03-13 17:00:00",5381,12.07,19.43,956.8467,1.32,5.4,236.9,1366
"2025-03-13 18:00:00",5382,9.54,25.96,956.65,1.393,2.2,179,1364
"2025-03-13 19:00:00",5383,6.49,36.94,957.0566,1.007,2.3,156.1,1348
"2025-03-13 20:00:00",5384,5.423,40.62,958.1367,1.087,3,152,1366
"2025-03-13 21:00:00",5385,4.317,44.82,958.5467,0.693,2.4,153.9,1377
"2025-03-13 22:00:00",5386,2.873,52.2,959.45,0.367,1.2,158.2,1298
"2025-03-13 23:00:00",5387,1.977,57.53,960.1633,0.68,1.5,138.1,1363
"2025-03-14 00:00:00",5388,1.29,59.98,960.8666,0.383,1.3,118.6,1382
"2025-03-14 01:00:00",5389,0.49,64.75,961.05,0.137,0.9,38.28,1320
"2025-03-14 02:00:00",5390,-0.187,68.3,961.0233,0.267,1.1,140.2,1305
"2025-03-14 03:00:00",5391,-0.703,69.08,961.05,0.273,1.5,297.1,1272
"2025-03-14 04:00:00",5392,-1.083,70.55,961.32,0.653,3,269.2,1297
"2025-03-14 05:00:00",5393,-1.593,71.95,961.42,0.433,2.8,315.8,1256
"2025-03-14 06:00:00",5394,-2.013,74.38,961.6733,0.62,6.1,290.5,1276
"2025-03-14 07:00:00",5395,-2.327,75.11,962.25,0.637,1.7,258.1,1345
"2025-03-14 08:00:00",5396,-1.55,75.13,962.7633,0.527,2.4,330.8,1288
"2025-03-14 09:00:00",5397,2.53,61.95,963.0767,0.737,5.6,347.4,1312
"2025-03-14 10:00:00",5398,7.823,32.55,963.3333,3.05,7.6,285.5,1340
"2025-03-14 11:00:00",5399,9.2,27.63,963.3967,2.797,7,293.3,1268
"2025-03-14 12:00:00",5400,10.69,25.04,963.08,2.293,7,320,1258
"2025-03-14 13:00:00",5401,11.73,27.31,962.29,2.167,5.6,308.1,1291
"2025-03-14 14:00:00",5402,12.2,28.57,961.5634,2.307,5.7,306.3,1259
"2025-03-14 15:00:00",5403,12.81,27.04,961.1766,1.953,5.5,289.9,1309
"2025-03-14 16:00:00",5404,13.16,28.91,960.9434,1.747,4.9,325.2,1325
"2025-03-14 17:00:00",5405,12.3,32.81,960.9933,1.283,4.3,312.2,1322
"2025-03-14 18:00:00",5406,10.22,37.93,961.0933,1.76,5.4,281.2,1318
"2025-03-14 19:00:00",5407,8.2,44.61,961.3433,1.133,4,356.2,1285
"2025-03-14 20:00:00",5408,5.687,54.93,961.8033,0.667,2.3,57.38,1317
"2025-03-14 21:00:00",5409,4.203,61.58,962.1133,0.683,2.3,241.2,1281
"2025-03-14 22:00:00",5410,3.24,67.85,962.27,0.74,1.8,190.6,1261
"2025-03-14 23:00:00",5411,2.307,72.3,962.31,0.557,1.8,276.5,1292
"2025-03-15 00:00:00",5412,2.73,74.11,962.3033,0.89,2,232.3,1332
"2025-03-15 01:00:00",5413,1.96,76.67,961.48,0.64,1.5,163.3,1355
"2025-03-15 02:00:00",5414,1.787,77.26,960.8734,0.64,2.3,238.6,1382
"2025-03-15 03:00:00",5415,2.29,73.24,961.3734,0.98,3.5,171.2,1260
"2025-03-15 04:00:00",5416,1.6,76.03,961.31,0.703,2.7,260,1304
"2025-03-15 05:00:00",5417,2.197,68.41,960.7333,1.05,3.6,275.5,1369
"2025-03-15 06:00:00",5418,3.82,49.35,960.4833,1.17,4,258.8,1301
"2025-03-15 07:00:00",5419,4.123,40.43,960.74,1.34,4.7,271.4,1353
